Rk,Player,Nation,Pos,Club,League,Age,Recov%,Int,Int_rk,Int%,BlkSh,Blksh_rk,Blksh%,BlkPass,BlkPass_rk,BlkPass%,Clr,clr_rk,Clr%,Tkl,Tkl_rk,Tkl%,Press,Press_rk,Press%,Blocks,Blocks_rk,Blocks%
114,Ronald Araújo,URU,DF,Barcelona,La Liga,23,60.50017129,1.47,1705,58.37615622,0.83,2677,91.67523124,1.15,1714,58.68448099,3.1,2414,84.16463202,1.94,1864,63.82322713,8.77,558,19.08187736,1.98,2295,78.58855773
115,Cameron Archer,ENG,MFFW,Aston Villa,Premier League,20,40.52757794,3.33,2856,97.80746831,0,1,0,0,1,0,3.33,2450,85.42029997,0,1,0,13.3,1183,40.49331963,0,1,0
116,Alphonse Areola,FRA,GK,West Ham,Premier League,29,4.761904762,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
117,Jesús Areso,ESP,DF,Osasuna,La Liga,22,46.86536485,0.48,773,26.4474135,0,1,0,0.48,692,23.67249058,1.43,1770,61.70212766,2.38,2254,77.18396711,11.4,910,31.14080164,0.48,567,19.39020212
118,Matias Arezo,URU,FW,Granada,La Liga,19,47.92737239,0.56,857,29.32511134,0,1,0,1.11,1650,56.4919493,0.56,992,34.56574817,2.22,2123,72.69612881,21.7,2423,82.9736211,1.11,1122,38.40356286
119,Santiago Arias,COL,DF,Granada,La Liga,30,89.79102432,0.82,1066,36.48509764,1.02,2788,95.47790339,1.22,1828,62.58992806,2.04,2082,72.58458319,2.65,2444,83.69304556,15.5,1532,52.449469,2.24,2542,87.05035971
120,Adam Armstrong,ENG,FW,Southampton,Premier League,25,11.03117506,0.57,874,29.90750257,0.06,1078,36.89619733,0.57,810,27.71497088,0.38,823,28.67108476,0.64,632,21.61699212,15.2,1483,50.77081192,0.64,660,22.57622473
121,Stuart Armstrong,SCO,MF,Southampton,Premier League,30,69.85268928,0.85,1092,37.37581363,0.06,1078,36.89619733,0.98,1429,48.92086331,0.91,1354,47.19218696,1.59,1506,51.558753,16.2,1641,56.18362453,1.04,1049,35.90270641
122,Marko Arnautovi?,AUT,FW,Bologna,Serie A,33,12.40150737,0.5,793,27.13257965,0.07,1119,38.30078794,0.4,642,21.9595752,0.54,972,33.86815487,0.74,695,23.7752655,15.4,1514,51.83281946,0.47,565,19.32168551
123,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,28,87.9068174,2.04,2314,79.23946557,0.45,2237,76.60157588,0.93,1348,46.14594039,1.35,1725,60.13254273,1.5,1404,48.06440562,16.9,1751,59.95203837,1.38,1468,50.25693731
124,Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,27,13.12093183,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
125,Tolgay Arslan,GER,MF,Udinese,Serie A,31,82.9393628,1.74,2001,68.51661528,0.16,1460,49.98287085,1.3,1973,67.55738267,1.25,1652,57.58632717,1.74,1667,57.07434053,17.9,1907,65.29633436,1.47,1601,54.81329222
126,Arthur,BRA,FW,Fiorentina,Serie A,24,4.727646454,0.36,679,23.22713258,0.12,1309,44.80986639,0.36,616,21.0688592,0.96,1405,48.97104988,1.08,974,33.33333333,16,1611,55.1558753,0.48,567,19.39020212
127,Santiago Arzamendia,PAR,MFDF,Cádiz,La Liga,24,63.37786913,1.54,1774,60.73997945,0,1,0,1.73,2516,86.15964371,2.88,2360,82.2811301,2.69,2462,84.3096951,18.7,2048,70.12675574,1.73,1991,68.1740322
128,Takuma Asano,JPN,FWMF,Bochum,Bundesliga,27,32.47687564,0.95,1177,40.28776978,0.22,1677,57.4169236,1.01,1494,51.14765331,0.56,992,34.56574817,0.89,780,26.68722165,20.8,2331,79.8218568,1.23,1256,42.99417609
129,Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,25,93.07982186,2.05,2319,79.41075711,0.23,1711,58.58170606,1.59,2372,81.22644741,1.44,1787,62.29508197,3.64,2792,95.61493662,23.5,2558,87.59849263,1.82,2091,71.59986297
130,Sergio Asenjo,ESP,GK,Villarreal,La Liga,32,29.01678657,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
131,Alejandro Asensio,ESP,FW,Rayo Vallecano,La Liga,21,98.83521754,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,30,2777,95.10106201,0,1,0
132,Marco Asensio,ESP,FWMF,Real Madrid,La Liga,26,27.23535457,1.3,1517,51.93559438,0.05,1050,35.93696471,0.73,1025,35.08050702,0.26,690,24.03208929,0.83,741,25.35114765,9.58,651,22.26789997,0.78,787,26.9270298
133,Harrison Ashby,SCO,DF,West Ham,Premier League,20,79.75334018,1,1214,41.55532717,0,1,0,0.15,522,17.84857828,0,1,0,0,1,0,0,1,0,1.5,1636,56.01233299
134,Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,21,64.81671805,2.14,2396,82.0486468,1.19,2838,97.19081877,1.43,2164,74.10071942,2.26,2159,75.2703174,1.9,1819,62.28160329,16.4,1678,57.45118191,2.62,2740,93.83350462
135,Fisnik Asllani,KVX,MFFW,Hoffenheim,Bundesliga,19,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,50,2897,99.21205892,0,1,0
136,Kristjan Asllani,ALB,MF,Empoli,Serie A,20,62.89825283,2.27,2511,85.98835218,0.53,2347,80.36998972,0.73,1025,35.08050702,1.4,1754,61.14405302,1.8,1729,59.1983556,17,1768,60.5344296,1.27,1330,45.52929085
137,Iago Aspas,ESP,FW,Celta Vigo,La Liga,34,30.4898938,0.61,894,30.59266872,0.09,1192,40.8016444,0.93,1348,46.14594039,0.41,850,29.61283572,0.41,520,17.78006166,12,994,34.01849949,1.02,1027,35.14902364
138,Lorenz Assignon,TOG,DF,Rennes,Ligue 1,21,73.58684481,2.06,2328,79.71908188,0.44,2225,76.19047619,2.06,2723,93.25111339,2.06,2090,72.86362051,2.06,1987,68.03699897,14.3,1339,45.83761562,2.5,2683,91.88078109
139,Simon Asta,GER,DF,Greuther Fürth,Bundesliga,21,73.9979445,2.99,2806,96.09455293,0.34,2015,68.99623159,1.72,2505,85.78280233,1.03,1464,51.02895012,1.61,1528,52.31243577,17.5,1840,63.00102775,2.07,2407,82.42548818
140,Youcef Atal,ALG,DF,Nice,Ligue 1,26,73.79239466,3.15,2837,97.15656047,0.16,1460,49.98287085,1.5,2260,77.38951696,1.81,1983,69.13149634,2.52,2376,81.36348064,12.4,1043,35.69715656,1.65,1853,63.44638575
141,Pierre-Emerick Aubameyang,GAB,FW,Barcelona,La Liga,32,6.063720452,0.42,721,24.6659815,0.25,1775,60.77423775,1.17,1749,59.88352175,0.25,681,23.71817231,0.17,470,16.06714628,16.3,1661,56.86879068,1.42,1529,52.34669407
142,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,32,8.804385063,0.09,551,18.8420692,0.26,1803,61.73347037,1.39,2116,72.45632066,0.26,690,24.03208929,1.04,944,32.3055841,17.5,1840,63.00102775,1.65,1853,63.44638575
143,Emil Audero,ITA,GK,Sampdoria,Serie A,25,12.50428229,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.18,217,7.39979445,0,1,0
144,Tommaso Augello,ITA,DF,Sampdoria,Serie A,27,61.9047619,1.73,1988,68.07125728,0.19,1580,54.09386776,1.58,2362,80.88386434,2.14,2117,73.80537147,1.69,1620,55.46420007,9.59,653,22.33641658,1.77,2040,69.85268928
145,Jean-Kévin Augustin,FRA,FWMF,Nantes,Ligue 1,24,4.316546763,0,1,0,0,1,0,2.22,2781,95.23809524,0,1,0,0,1,0,13.3,1183,40.49331963,2.22,2524,86.43371017
146,Ludwig Augustinsson,SWE,DF,Sevilla,La Liga,28,45.87187393,1.02,1263,43.23398424,0.45,2237,76.60157588,1.7,2489,85.23466941,3.18,2422,84.44366934,2.16,2075,71.05173004,13,1141,39.05447071,2.16,2481,84.96060295
147,Serge Aurier,CIV,DF,Villarreal,La Liga,29,82.9393628,1.96,2219,75.98492634,0.63,2470,84.58376156,1.34,2050,70.19527235,1.61,1884,65.67840949,1.88,1799,61.59643714,12.2,1018,34.84069887,1.96,2266,77.5950668
148,Ezequiel Ávila,ARG,FWMF,Osasuna,La Liga,28,28.91401165,1.15,1373,47.00239808,0.1,1227,42.00068517,1.15,1714,58.68448099,0.67,1104,38.47227067,0.77,710,24.28914012,12.9,1130,38.67762933,1.25,1284,43.9534087
149,Taiwo Awoniyi,NGA,FW,Union Berlin,Bundesliga,24,17.4717369,0.25,609,20.82905104,0.17,1509,51.66152792,0.54,776,26.55018842,0.95,1399,48.76177189,0.7,668,22.8502912,15.1,1470,50.32545392,0.7,717,24.52894827
150,Ramzi Aya,ITA,DF,Salernitana,Serie A,31,19.49297705,1.33,1544,52.86056869,0,1,0,0,1,0,0.67,1104,38.47227067,0.67,647,22.13086674,4,296,10.10620075,0,1,0
151,Jordan Ayew,GHA,FW,Crystal Palace,Premier League,30,44.33025009,1.25,1464,50.11990408,0.18,1549,53.03186023,1.47,2226,76.2247345,0.4,842,29.3337984,2.32,2203,75.43679342,23,2524,86.43371017,1.65,1853,63.44638575
152,Kaan Ayhan,TUR,DF,Sassuolo,Serie A,27,60.43165468,1.6,1846,63.2065776,0.93,2746,94.03905447,0.6,845,28.91401165,3.8,2539,88.52459016,1.47,1377,47.13943131,8.27,499,17.0606372,1.53,1694,57.99931483
153,Luke Ayling,ENG,DF,Leeds United,Premier League,30,85.26892771,2.14,2396,82.0486468,1.11,2818,96.50565262,0.83,1173,40.15073655,2.7,2307,80.43250785,3.13,2678,91.70948955,15.6,1550,53.06611853,1.94,2247,76.94415896
154,Karim Azamoum,FRA,DF,Troyes,Ligue 1,32,21.61699212,0.47,763,26.10483042,0.47,2266,77.5950668,0.7,990,33.88146626,2.56,2265,78.96756191,1.86,1780,60.94552929,15.6,1550,53.06611853,1.16,1183,40.49331963
155,Sardar Azmoun,IRN,FWMF,Leverkusen,Bundesliga,27,26.4474135,0.5,793,27.13257965,0,1,0,0.75,1053,36.03973964,2,2057,71.71259156,0.25,482,16.47824597,19.3,2111,72.28502912,0.75,756,25.86502227
156,César Azpilicueta,ESP,DF,Chelsea,Premier League,32,49.53751285,1.61,1858,63.61767729,0.48,2279,78.0404248,2.22,2781,95.23809524,3.09,2411,84.05999302,2.35,2221,76.05344296,15.5,1532,52.449469,2.7,2761,94.55292909
157,Iddrisu Baba,GHA,MF,Mallorca,La Liga,26,96.16306954,1.67,1916,65.60465913,0.28,1861,63.72045221,1.3,1973,67.55738267,2.05,2085,72.68922218,3.3,2714,92.94278863,18,1922,65.81020898,1.58,1750,59.91778006
158,Carlos Bacca,COL,FW,Granada,La Liga,35,6.68036999,0.18,574,19.63001028,0.35,2036,69.71565605,1.05,1557,53.30592669,0.88,1322,46.07603767,0.88,774,26.48167181,10.7,811,27.74922919,1.4,1499,51.31894484
159,Daniel Bachmann,AUT,GK,Watford,Premier League,27,20.48646797,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
160,Loïc Bade,FRA,DF,Rennes,Ligue 1,22,55.84104145,1.93,2193,75.09421035,0.92,2743,93.93627955,0.92,1333,45.63206578,5.96,2830,98.67457272,0.46,544,18.60226105,4.59,305,10.41452552,1.83,2114,72.38780404
161,Milan Badelj,CRO,MF,Genoa,Serie A,33,95.54642001,3.77,2905,99.48612539,0.25,1775,60.77423775,1.36,2078,71.15450497,1.36,1734,60.44645971,2.09,2014,68.96197328,15.8,1581,54.12812607,1.61,1794,61.4251456
162,Édgar Badía,ESP,GK,Elche,La Liga,30,31.72319287,0.04,545,18.63651936,0,1,0,0,1,0,0.04,548,19.07917684,0,1,0,0.08,158,5.378554299,0,1,0
163,Benoît Badiashile,FRA,DF,Monaco,Ligue 1,21,92.73723878,2.79,2760,94.51867078,0.69,2541,87.0161014,0.93,1348,46.14594039,3.77,2534,88.35019184,1.91,1834,62.7954779,8.38,508,17.36896197,1.62,1808,61.9047619
164,Youssouph Badji,SEN,FW,Brest,Ligue 1,20,8.872901679,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,26,2690,92.12058924,0,1,0
165,Miguel Baeza,ESP,DF,Celta Vigo,La Liga,22,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
166,Nicola Bagnolini,ITA,GK,Bologna,Serie A,18,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
167,Issa Bah,LUX,FW,Venezia,Serie A,19,99.96574169,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,50,2897,99.21205892,0,1,0
168,Stéphane Bahoken,CMR,FW,Angers,Ligue 1,30,8.70161014,0.49,786,26.8927715,0,1,0,1.23,1846,63.2065776,0.41,850,29.61283572,1.31,1227,42.00068517,18,1922,65.81020898,1.23,1256,42.99417609
169,Leon Bailey,JAM,FWMF,Aston Villa,Premier League,24,24.87153135,0.35,669,22.8845495,0.24,1740,59.57519699,1.29,1956,66.97499144,0.35,797,27.76421346,2.24,2141,73.31277835,17.1,1782,61.01404591,1.53,1694,57.99931483
170,Eric Bailly,CIV,DF,Manchester Utd,Premier League,28,76.36176773,3.33,2856,97.80746831,0.83,2677,91.67523124,1.25,1882,64.43987667,4.17,2623,91.45448204,3.33,2721,93.18259678,8.75,555,18.97910243,2.08,2414,82.66529633
171,Dénys Bain,FRA,DF,Brest,Ligue 1,28,17.4717369,2,2253,77.1497088,0.5,2313,79.20520726,1,1454,49.777321,4,2584,90.0941751,2.5,2338,80.06166495,13.5,1217,41.65810209,1.5,1636,56.01233299
172,Stefan Bajic,FRA,GK,Saint-Étienne,Ligue 1,20,57.00582391,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
173,Nedim Bajrami,ALB,MFFW,Empoli,Serie A,23,26.58444673,0.35,669,22.8845495,0.04,1029,35.21754025,0.66,930,31.8259678,0.44,875,30.48482735,1.54,1443,49.40047962,14.4,1354,46.35149024,0.7,717,24.52894827
174,Cédric Bakambu,COD,FW,Marseille,Ligue 1,31,8.530318602,0.25,609,20.82905104,0,1,0,0.75,1053,36.03973964,0.25,681,23.71817231,0.5,560,19.15039397,17.8,1894,64.85097636,0.75,756,25.86502227
175,Abdoulaye Bakayoko,FRA,DF,Saint-Étienne,Ligue 1,19,79.75334018,4.12,2917,99.89722508,1.18,2835,97.08804385,1.18,1760,60.26036314,4.71,2696,94.00069759,4.71,2876,98.49263446,17.4,1825,62.48715313,2.35,2611,89.41418294
176,Tiemoué Bakayoko,FRA,MF,Milan,Serie A,27,94.92977047,1.96,2219,75.98492634,0.18,1549,53.03186023,1.61,2389,81.80883864,1.43,1770,61.70212766,3.39,2754,94.31312093,25.2,2661,91.12709832,1.79,2061,70.57211374
177,Mitchel Bakker,NED,DF,Leverkusen,Bundesliga,21,56.59472422,2.57,2674,91.57245632,0.1,1227,42.00068517,1.78,2564,87.80404248,2.18,2129,74.22392745,2.08,2003,68.58513189,11.6,936,32.03151764,1.88,2177,74.54607742
178,Ridle Baku,GER,DFFW,Wolfsburg,Bundesliga,24,60.0890716,1.47,1705,58.37615622,0.04,1029,35.21754025,2.43,2827,96.81397739,1.84,1999,69.68957098,2.32,2203,75.43679342,18.8,2059,70.50359712,2.46,2672,91.50393971
179,Dilane Bakwa,FRA,FWDF,Bordeaux,Ligue 1,19,98.38985954,0,1,0,0,1,0,0,1,0,0,1,0,2,1906,65.26207605,26,2690,92.12058924,0,1,0
180,Tommaso Baldanzi,ITA,FW,Empoli,Serie A,19,0,0,1,0,0,1,0,0.5,704,24.08359027,0,1,0,0,1,0,25,2645,90.5789654,5,2884,98.76670092
181,Alejandro Balde,ESP,DFFW,Barcelona,La Liga,18,46.86536485,0.95,1177,40.28776978,0.95,2754,94.31312093,1.43,2164,74.10071942,0,1,0,1.9,1819,62.28160329,18.1,1935,66.25556697,2.38,2632,90.1336074
182,Ibrahima Baldé,FRA,FWMF,Lens,Ligue 1,19,8.872901679,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,23.3,2542,87.05035971,0,1,0
183,Keita Baldé,SEN,FWMF,Cagliari,Serie A,27,10.79136691,0.44,740,25.31688935,0.22,1677,57.4169236,0.51,739,25.28263104,0.44,875,30.48482735,0.66,639,21.85680027,15.7,1565,53.57999315,0.73,742,25.38540596
184,Gareth Bale,WAL,FW,Real Madrid,La Liga,32,8.393285372,1.61,1858,63.61767729,0,1,0,0.65,916,31.34635149,0.32,770,26.8224625,0.32,497,16.99212059,11.6,936,32.03151764,0.65,666,22.78177458
185,Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,34,69.30455635,2.31,2540,86.9818431,0.18,1549,53.03186023,2.27,2796,95.75196985,3.07,2407,83.92047436,2.22,2123,72.69612881,12,994,34.01849949,2.44,2661,91.12709832
186,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,23,74.30626927,3.11,2827,96.81397739,0.47,2266,77.5950668,1.32,2011,68.85919836,3.3,2444,85.21102197,1.13,1027,35.14902364,8.77,558,19.08187736,1.79,2061,70.57211374
187,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,30,63.13806098,1.63,1883,64.47413498,0.2,1623,55.56697499,1.2,1794,61.4251456,2.14,2117,73.80537147,0.91,790,27.02980473,9.03,585,20.00685166,1.4,1499,51.31894484
188,Fodé Ballo-Touré,SEN,DF,Milan,Serie A,25,84.00137033,0.8,1046,35.79993148,0.6,2430,83.21342926,1.8,2580,88.3521754,0.8,1245,43.39030345,3.8,2814,96.36861939,18.6,2029,69.47584789,2.4,2644,90.54470709
189,Folarin Balogun,ENG,FW,Arsenal,Premier League,20,11.68208291,0,1,0,0,1,0,1.25,1882,64.43987667,1.25,1652,57.58632717,0,1,0,26.3,2706,92.66872217,1.25,1284,43.9534087
190,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,32,33.1963001,2.35,2565,87.83830079,0.2,1623,55.56697499,1.76,2544,87.11887633,1.57,1860,64.84129752,1.18,1078,36.89619733,10.4,784,26.82425488,1.96,2266,77.5950668
191,Jonathan Bamba,FRA,MFFW,Lille,Ligue 1,26,40.04796163,1.7,1956,66.97499144,0.04,1029,35.21754025,1.22,1828,62.58992806,0.48,908,31.6358563,1,871,29.80472765,11.9,982,33.60739979,1.26,1315,45.01541624
192,Patrick Bamford,ENG,FW,Leeds United,Premier League,28,7.639602604,0.48,773,26.4474135,0.48,2279,78.0404248,0.48,692,23.67249058,1.29,1682,58.63271713,0.48,550,18.80781089,17.9,1907,65.29633436,0.97,967,33.09352518
193,Filippo Bandinelli,ITA,MF,Empoli,Serie A,27,60.43165468,1.2,1417,48.50976362,0.23,1711,58.58170606,1.01,1494,51.14765331,1.47,1805,62.92291594,2.3,2183,74.75162727,20.3,2275,77.90339157,1.24,1267,43.37101747
194,Mattia Bani,ITA,DF,Genoa,Serie A,28,89.79102432,2.74,2746,94.03905447,0.74,2601,89.07159986,1.04,1536,52.58650223,5.93,2826,98.53505406,1.78,1703,58.3076396,10.9,837,28.63994519,1.78,2047,70.09249743
195,Simon Banza,FRA,FW,Lens,Ligue 1,25,15.82733813,0,1,0,0,1,0,1.43,2164,74.10071942,1.43,1770,61.70212766,2.14,2059,70.50359712,17.1,1782,61.01404591,1.43,1543,52.82631038
196,Shandon Baptiste,GRN,MF,Brentford,Premier League,24,59.57519699,2.08,2346,80.33573141,0,1,0,1.49,2247,76.94415896,1.09,1522,53.0519707,0.69,663,22.67899966,20.2,2266,77.5950668,1.49,1629,55.77252484
197,Antonín Barák,CZE,FWMF,Hellas Verona,Serie A,27,48.16718054,0.54,849,29.05104488,0.23,1711,58.58170606,1.46,2215,75.84789311,1.08,1515,52.80781304,1,871,29.80472765,15.8,1581,54.12812607,1.69,1939,66.39260021
198,Barbero,ESP,MFFW,Osasuna,La Liga,23,97.94450154,0,1,0,0,1,0,0,1,0,0,1,0,5,2878,98.56115108,50,2897,99.21205892,0,1,0
199,Danilo Barbosa,BRA,DF,Nice,Ligue 1,26,44.77560808,4,2911,99.69167523,1,2775,95.03254539,1,1454,49.777321,0.9,1333,46.45971399,0,1,0,3,285,9.72935937,2,2313,79.20520726
200,Barcia,ESP,DF,Granada,La Liga,21,97.15656047,2.5,2633,90.16786571,1.25,2845,97.43062693,0,1,0,0,1,0,0,1,0,15,1441,49.331963,1.25,1284,43.9534087
201,Bradley Barcola,FRA,FWMF,Lyon,Ligue 1,19,57.45118191,1.72,1976,67.66015759,0.34,2015,68.99623159,1.72,2505,85.78280233,0.34,787,27.41541681,2.41,2275,77.90339157,26.9,2731,93.52517986,2.07,2407,82.42548818
202,Melvin Bard,FRA,DF,Nice,Ligue 1,21,73.9979445,2.67,2719,93.11408016,0.35,2036,69.71565605,1.91,2646,90.61322371,2.26,2159,75.2703174,2.29,2178,74.58033573,11.7,950,32.51113395,2.26,2550,87.32442617
203,Enis Bardhi,MKD,MFFW,Levante,La Liga,26,42.51455978,0.95,1177,40.28776978,0.11,1268,43.40527578,0.79,1105,37.82117163,0.37,809,28.18276945,1.27,1178,40.32202809,17.6,1857,63.58341898,0.9,888,30.38711888
204,Francesco Bardi,ITA,GK,Bologna,Serie A,30,5.686879068,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
205,Keidi Bare,ALB,MF,Espanyol,La Liga,24,79.47927372,1.82,2086,71.42857143,0.61,2449,83.8643371,0.91,1311,44.87838301,1.52,1826,63.65538891,2,1906,65.26207605,18.6,2029,69.47584789,1.52,1680,57.51969853
206,Nicolò Barella,ITA,MF,Inter,Serie A,25,75.88215142,1.05,1280,43.81637547,0.09,1192,40.8016444,0.86,1221,41.79513532,0.4,842,29.3337984,2.04,1974,67.59164097,13,1141,39.05447071,0.96,951,32.54539226
207,Kike Barja,ESP,MFFW,Osasuna,La Liga,25,47.58478931,1.67,1916,65.60465913,0.21,1652,56.56046591,1.46,2215,75.84789311,0.31,757,26.36902686,1.67,1576,53.95683453,15.4,1514,51.83281946,1.67,1881,64.40561836
208,Ross Barkley,ENG,MF,Chelsea,Premier League,28,34.01849949,1,1214,41.55532717,0,1,0,0.5,704,24.08359027,0,1,0,0.5,560,19.15039397,9,578,19.76704351,0.5,572,19.56149366
209,Aymen Barkok,MAR,MFFW,Eint Frankfurt,Bundesliga,24,92.73723878,1.67,1916,65.60465913,0.56,2375,81.32922234,2.22,2781,95.23809524,3.33,2450,85.42029997,3.33,2721,93.18259678,28.9,2762,94.58718739,2.78,2784,95.34087016
210,Ashley Barnes,ENG,FW,Burnley,Premier League,32,25.28263104,0.67,942,32.23706749,0.11,1268,43.40527578,0.56,790,27.02980473,0.44,875,30.48482735,1.44,1353,46.31723193,17.4,1825,62.48715313,0.67,680,23.26139089
211,Harvey Barnes,ENG,FWMF,Leicester City,Premier League,24,30.38711888,0.43,731,25.00856458,0.04,1029,35.21754025,1.07,1587,54.33367592,0.26,690,24.03208929,1.33,1243,42.54881809,12.7,1101,37.6841384,1.12,1141,39.05447071
212,Antonio Barragán,ESP,DF,Elche,La Liga,34,31.72319287,1.77,2036,69.71565605,0.18,1549,53.03186023,1.77,2555,87.49571771,2.74,2316,80.74642483,2.39,2260,77.38951696,8.14,483,16.51250428,1.95,2256,77.25248373
213,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,22,66.28982528,1.91,2178,74.58033573,0.4,2134,73.0729702,1.31,1989,68.10551559,1.56,1852,64.5622602,3.57,2782,95.27235355,23.9,2582,88.42069202,1.71,1964,67.2490579
214,Ander Barrenetxea,ESP,FWMF,Real Sociedad,La Liga,20,33.36759164,1.15,1373,47.00239808,0,1,0,0.82,1151,39.39705379,0.49,924,32.19393094,3.44,2764,94.65570401,21.3,2382,81.56903049,0.82,821,28.09181226
215,Jacob Barrett Laursen,DEN,DF,Arminia,Bundesliga,27,75.50531004,1.55,1787,61.18533744,0.5,2313,79.20520726,1.55,2324,79.58204865,2.6,2279,79.45587722,1.33,1243,42.54881809,10.9,837,28.63994519,2.04,2379,81.46625557
216,Musa Barrow,GAM,FWMF,Bologna,Serie A,23,22.37067489,0.63,903,30.90099349,0.04,1029,35.21754025,0.89,1276,43.67934224,0.25,681,23.71817231,0.68,656,22.4391915,13.6,1236,42.30900993,0.93,924,31.62041795
217,Abdourahmane Barry,FRA,DF,Greuther Fürth,Bundesliga,22,94.55292909,2.61,2691,92.15484755,0.87,2707,92.70298047,1.74,2525,86.46796848,0,1,0,3.91,2828,96.8482357,17.4,1825,62.48715313,2.61,2734,93.62795478
218,Marc Bartra,ESP,DF,Betis,La Liga,31,74.16923604,1.95,2209,75.64234327,0.95,2754,94.31312093,1.31,1989,68.10551559,5.52,2798,97.55842344,1.99,1901,65.09078452,9.14,599,20.48646797,2.26,2550,87.32442617
219,Daniele Baselli,ITA,MFFW,Torino,Serie A,30,97.49914354,1.76,2021,69.20178143,0,1,0,0.59,832,28.46865365,2.35,2192,76.42134636,1.18,1078,36.89619733,20,2207,75.57382665,0.59,629,21.5142172
220,Daniele Baselli,ITA,MF,Cagliari,Serie A,30,84.58376156,0.63,903,30.90099349,0,1,0,0.63,889,30.42137718,1.56,1852,64.5622602,1.88,1799,61.59643714,13.4,1204,41.21274409,0.63,649,22.19938335
221,Toma Bai?,CRO,MF,Lazio,Serie A,25,39.0202124,0.83,1073,36.72490579,0.37,2074,71.01747174,1.28,1946,66.63240836,1.56,1852,64.5622602,1.1,993,33.98424118,18.3,1975,67.62589928,1.65,1853,63.44638575
222,Toma Bai?,CRO,MF,Bordeaux,Ligue 1,25,30.83247688,1.3,1517,51.93559438,0.43,2195,75.16272696,0.87,1242,42.51455978,0,1,0,2.17,2081,71.25727989,17.4,1825,62.48715313,1.3,1365,46.72833162
223,Amine Bassi,FRA,MF,Metz,Ligue 1,24,44.77560808,2,2253,77.1497088,0,1,0,3.5,2902,99.38335046,0.5,931,32.43808859,2,1906,65.26207605,18.5,2011,68.85919836,3.5,2860,97.94450154
224,Álvaro Bastida,ESP,MF,Cádiz,La Liga,18,33.43610826,1.82,2086,71.42857143,0,1,0,0,1,0,0,1,0,2.27,2168,74.23775266,20,2207,75.57382665,0,1,0
225,Alessandro Bastoni,ITA,DF,Inter,Serie A,23,73.86091127,1.48,1717,58.78725591,0.66,2511,85.98835218,0.89,1276,43.67934224,2.76,2323,80.99058249,1.95,1870,64.02877698,11.4,910,31.14080164,1.56,1732,59.30113052
226,Simone Bastoni,ITA,MFDF,Spezia,Serie A,25,67.93422405,2.24,2481,84.96060295,0.43,2195,75.16272696,1.61,2389,81.80883864,1.18,1599,55.73770492,2.36,2236,76.56731757,20.5,2305,78.9311408,2.05,2390,81.84309695
227,Lewis Bate,ENG,MF,Leeds United,Premier League,19,86.84480987,3.13,2831,96.95101062,0,1,0,1.25,1882,64.43987667,1.25,1652,57.58632717,0.63,625,21.37718397,45.6,2893,99.07502569,1.25,1284,43.9534087
228,Rodrigo Battaglia,ARG,MF,Mallorca,La Liga,30,92.73723878,1.53,1760,60.26036314,0.99,2773,94.96402878,0.99,1445,49.46899623,2.9,2364,82.42064876,2.82,2526,86.50222679,19.5,2148,73.5525865,1.98,2295,78.58855773
229,Maximilian Bauer,GER,DF,Greuther Fürth,Bundesliga,22,62.89825283,2.45,2612,89.44844125,0.8,2651,90.78451524,0.85,1205,41.2470024,5.96,2830,98.67457272,1.86,1780,60.94552929,12.3,1033,35.35457348,1.65,1853,63.44638575
230,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,31,41.72661871,0,1,0,0,1,0,0,1,0,0.03,521,18.13742588,0,1,0,0.18,217,7.39979445,0,1,0
