Rk,Player,Nation,Pos,Club,League,Age,Recov%,Int,Int_rk,Int%,BlkSh,Blksh_rk,Blksh%,BlkPass,BlkPass_rk,BlkPass%,Clr,clr_rk,Clr%,Tkl,Tkl_rk,Tkl%,Press,Press_rk,Press%,Blocks,Blocks_rk,Blocks%
1,Max Aarons,ENG,DF,Norwich City,Premier League,22,29.42788626,1.75,2012,68.89345666,0.69,2541,87.0161014,2,2685,91.9492977,2.19,2132,74.32856645,2.16,2075,71.05173004,13.6,1236,42.30900993,2.69,2757,94.41589585
2,Yunis Abdelhamid,MAR,DF,Reims,Ligue 1,34,42.51455978,3.11,2827,96.81397739,0.79,2644,90.54470709,1.09,1614,55.25865022,3.2,2429,84.687827,1.87,1793,61.39088729,13.6,1236,42.30900993,1.87,2165,74.13497773
3,Salis Abdul Samed,GHA,MF,Clermont Foot,Ligue 1,22,67.11202467,1.86,2123,72.69612881,0.04,1029,35.21754025,0.95,1376,47.105173,0.55,983,34.25183118,2.01,1953,66.87221651,23.4,2554,87.4614594,0.99,984,33.67591641
4,Laurent Abergel,FRA,MF,Lorient,Ligue 1,29,68.48235697,2.56,2668,91.36690647,0.09,1192,40.8016444,1.59,2372,81.22644741,0.34,787,27.41541681,3.57,2782,95.27235355,28,2748,94.10757109,1.68,1933,66.18705036
5,Charles Abi,FRA,FW,Saint-Étienne,Ligue 1,22,13.12093183,0,1,0,0,1,0,2,2685,91.9492977,0,1,0,0,1,0,28,2748,94.10757109,2,2313,79.20520726
6,Dickson Abiama,NGA,FW,Greuther Fürth,Bundesliga,23,21.00034258,0.99,1211,41.45255224,0.37,2074,71.01747174,0.86,1221,41.79513532,0.86,1311,45.69236135,1.73,1651,56.52620761,23.5,2558,87.59849263,1.23,1256,42.99417609
7,Matthis Abline,FRA,FW,Rennes,Ligue 1,19,37.6841384,0.91,1139,38.98595409,0,1,0,1.82,2594,88.83179171,0.91,1354,47.19218696,0,1,0,23.6,2567,87.9068174,1.82,2091,71.59986297
8,Tammy Abraham,ENG,FW,Roma,Serie A,24,11.13394998,0.44,740,25.31688935,0.32,1974,67.59164097,0.64,906,31.00376841,0.9,1333,46.45971399,0.99,860,29.42788626,13.6,1236,42.30900993,0.96,951,32.54539226
9,Luis Abram,PER,DF,Granada,La Liga,26,13.84035629,1.77,2036,69.71565605,0.81,2660,91.09284001,1.29,1956,66.97499144,6.29,2853,99.47680502,1.13,1027,35.14902364,5.65,336,11.47653306,2.1,2432,83.28194587
10,Francesco Acerbi,ITA,DF,Lazio,Serie A,34,87.9068174,1.7,1956,66.97499144,1.06,2805,96.06029462,0.64,906,31.00376841,4.08,2615,91.17544472,0.96,838,28.67420349,5.85,343,11.71634121,1.7,1952,66.8379582
11,Ragnar Ache,GER,MFFW,Eint Frankfurt,Bundesliga,23,25.72798904,0,1,0,0,1,0,1.03,1522,52.10688592,0.34,787,27.41541681,0.69,663,22.67899966,23.8,2576,88.21514217,1.03,1037,35.49160671
12,Mohamed Achi,FRA,MF,Nantes,Ligue 1,20,79.75334018,0,1,0,0,1,0,0,1,0,0,1,0,1,871,29.80472765,20,2207,75.57382665,0,1,0
13,Marcos Acuña,ARG,DF,Sevilla,La Liga,30,69.23603974,1.24,1458,49.91435423,0.16,1460,49.98287085,1.27,1929,66.05001713,1.2,1613,56.22602023,2.31,2190,74.99143542,11.7,950,32.51113395,1.43,1543,52.82631038
14,Che Adams,SCO,FW,Southampton,Premier League,25,26.99554642,0.44,740,25.31688935,0.18,1549,53.03186023,0.93,1348,46.14594039,0.66,1091,38.01883502,0.7,668,22.8502912,14.6,1380,47.24220624,1.1,1113,38.0952381
15,Tyler Adams,USA,MF,RB Leipzig,Bundesliga,23,86.84480987,1.53,1760,60.26036314,0.07,1119,38.30078794,2.07,2729,93.45666324,1.33,1706,59.46982909,1.73,1651,56.52620761,21.7,2423,82.9736211,2.13,2459,84.20692018
16,Sargis Adamyan,ARM,FWMF,Hoffenheim,Bundesliga,29,45.46077424,0.81,1059,36.24528948,0,1,0,1.35,2064,70.67488866,0.54,972,33.86815487,3.51,2777,95.10106201,21.9,2440,83.55601233,1.35,1432,49.02363823
17,Martin Adeline,FRA,MFFW,Reims,Ligue 1,18,84.58376156,3.59,2894,99.109284,0,1,0,1.03,1522,52.10688592,1.54,1836,64.00418556,3.59,2786,95.40938678,26.2,2702,92.53168893,1.03,1037,35.49160671
18,Amine Adli,FRA,FWMF,Leverkusen,Bundesliga,22,39.43131209,1.21,1430,48.95512162,0.29,1887,64.61116821,2.21,2779,95.16957862,0.57,1006,35.05406348,2.71,2476,84.78931141,21.4,2393,81.94587187,2.5,2683,91.88078109
19,Yacine Adli,FRA,MFFW,Bordeaux,Ligue 1,21,38.06097979,2.15,2406,82.39122987,0.12,1309,44.80986639,1.51,2272,77.80061665,0.6,1031,35.92605511,1.91,1834,62.7954779,24.9,2642,90.47619048,1.63,1822,62.38437821
20,Michel Aebischer,SUI,MF,Bologna,Serie A,25,42.00068517,1.02,1263,43.23398424,0,1,0,1.02,1504,51.49023638,0.61,1040,36.2399721,3.06,2643,90.51044878,26.1,2697,92.3603974,1.02,1027,35.14902364
21,Felix Afena-Gyan,GHA,FWMF,Roma,Serie A,19,36.34806441,0.68,956,32.7166838,0,1,0,0.68,964,32.99075026,0,1,0,1.08,974,33.33333333,30,2777,95.10106201,0.68,699,23.91229873
22,Martin Agirregabiria,ESP,DF,Alavés,La Liga,26,62.07605344,1.39,1615,55.29290853,0.17,1509,51.66152792,1.67,2447,83.79582049,2.44,2223,77.50261597,2.33,2205,75.50531004,12.8,1115,38.16375471,1.83,2114,72.38780404
23,Julen Agirrezabala,ESP,GK,Athletic Club,La Liga,21,11.68208291,0,1,0,0,1,0,0,1,0,0.25,681,23.71817231,0,1,0,0,1,0,0,1,0
24,Lucien Agoume,FRA,MF,Brest,Ligue 1,20,79.23946557,2.69,2729,93.45666324,0.53,2347,80.36998972,1.3,1973,67.55738267,1.54,1836,64.00418556,2.74,2491,85.30318602,18.3,1975,67.62589928,1.83,2114,72.38780404
25,Kevin Agudelo,COL,MFFW,Spezia,Serie A,23,48.16718054,1.31,1524,52.17540254,0,1,0,1.97,2675,91.60671463,0.29,729,25.39239623,2.99,2613,89.48269955,29.2,2769,94.82699555,1.97,2283,78.17745803
26,Nayef Aguerd,MAR,DF,Rennes,Ligue 1,26,53.68276807,1.78,2050,70.19527235,0.43,2195,75.16272696,0.56,790,27.02980473,5,2735,95.36100453,0.99,860,29.42788626,6.25,357,12.19595752,0.99,984,33.67591641
27,Sergio Agüero,ARG,FW,Barcelona,La Liga,33,4.590613224,0,1,0,0,1,0,0,1,0,0,1,0,0.59,607,20.76053443,10.6,802,27.44090442,0,1,0
28,Ruben Aguilar,FRA,DF,Monaco,Ligue 1,29,79.27372388,2.48,2626,89.92805755,0.29,1887,64.61116821,1.34,2050,70.19527235,2.94,2377,82.87408441,3.82,2815,96.4028777,17.5,1840,63.00102775,1.64,1839,62.96676944
29,Álvaro Aguirre,ESP,FW,Rayo Vallecano,La Liga,22,79.75334018,0,1,0,0,1,0,0,1,0,0,1,0,1,871,29.80472765,30,2777,95.10106201,0,1,0
30,Naouirou Ahamada,FRA,MF,Stuttgart,Bundesliga,20,15.82733813,0,1,0,0,1,0,2.86,2872,98.35560123,2.86,2353,82.03697245,0,1,0,24.3,2610,89.37992463,2.86,2794,95.68345324
31,Anel Ahmedhodzic,BIH,DF,Bordeaux,Ligue 1,23,85.26892771,2.27,2511,85.98835218,0.53,2347,80.36998972,0.73,1025,35.08050702,3.07,2407,83.92047436,2.33,2205,75.50531004,9.93,687,23.50119904,1.27,1330,45.52929085
32,Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,28,85.26892771,2.05,2319,79.41075711,0.09,1192,40.8016444,0.63,889,30.42137718,0.98,1414,49.28496686,1.79,1715,58.71873929,17.8,1894,64.85097636,0.71,723,24.73449812
33,Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,26,76.56731757,1.88,2143,73.38129496,0.58,2406,82.39122987,1.09,1614,55.25865022,4.44,2661,92.77990931,1.98,1895,64.88523467,10.9,837,28.63994519,1.67,1881,64.40561836
34,Ola Aina,NGA,DF,Torino,Serie A,25,56.83453237,2.06,2328,79.71908188,0.19,1580,54.09386776,1.38,2104,72.04522097,2.06,2090,72.86362051,2,1906,65.26207605,10.5,793,27.13257965,1.56,1732,59.30113052
35,Rayan Aït Nouri,FRA,DF,Wolves,Premier League,20,40.25351148,1.87,2132,73.00445358,0.15,1424,48.74957177,1.53,2293,78.52004111,1.58,1863,64.94593652,3.74,2803,95.99177801,19.8,2184,74.78588558,1.67,1881,64.40561836
36,Kristoffer Ajer,NOR,DF,Brentford,Premier League,24,62.69270298,2.21,2453,84.00137033,0.59,2418,82.80232956,1.04,1536,52.58650223,3.65,2505,87.33868155,1.8,1729,59.1983556,9.28,617,21.10311751,1.62,1808,61.9047619
37,Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,28,11.68208291,0.49,786,26.8927715,0.16,1460,49.98287085,0.63,889,30.42137718,1.05,1481,51.62190443,1.51,1419,48.57828023,17.1,1782,61.01404591,0.79,792,27.09832134
38,Manuel Akanji,SUI,DF,Dortmund,Bundesliga,26,76.2247345,1.87,2132,73.00445358,0.72,2586,88.55772525,0.8,1119,38.30078794,2.91,2367,82.52528776,1.99,1901,65.09078452,9.8,677,23.15861596,1.51,1669,57.14285714
39,Carlos Akapo,EQG,DF,Cádiz,La Liga,29,78.28023296,3.22,2844,97.39636862,0.39,2112,72.31928743,1.32,2011,68.85919836,2.54,2257,78.68852459,2.59,2410,82.5282631,14.2,1327,45.42651593,1.71,1964,67.2490579
40,Marley Aké,FRA,MFFW,Juventus,Serie A,21,16.92360397,2.22,2457,84.13840356,0,1,0,0,1,0,0,1,0,0,1,0,33.3,2840,97.25933539,0,1,0
41,Nathan Aké,NED,DF,Manchester City,Premier League,27,52.96334361,1.75,2012,68.89345666,0.49,2297,78.65707434,0.68,964,32.99075026,3.01,2394,83.46703872,1.46,1370,46.89962316,6.8,386,13.18944844,1.17,1193,40.83590271
42,Ilias Akhomach,ESP,FW,Barcelona,La Liga,18,46.86536485,0,1,0,0,1,0,0.71,997,34.12127441,0,1,0,1.43,1330,45.52929085,5,314,10.72285029,0.71,723,24.73449812
43,Maghnes Akliouche,FRA,MFFW,Monaco,Ligue 1,20,40.52757794,0,1,0,0,1,0,3.33,2888,98.90373416,0,1,0,3.33,2721,93.18259678,35,2847,97.49914354,3.33,2841,97.2935937
44,Paul Akouokou,CIV,MF,Betis,La Liga,24,77.1497088,2.11,2374,81.29496403,0,1,0,1.23,1846,63.2065776,1.58,1863,64.94593652,2.98,2607,89.27714971,19.8,2184,74.78588558,1.23,1256,42.99417609
45,Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,Serie A,29,43.47379239,0.86,1096,37.51284687,0.57,2391,81.87735526,0.57,810,27.71497088,1.14,1570,54.72619463,4.57,2870,98.28708462,30,2777,95.10106201,1.14,1160,39.70537855
46,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,27,63.54916067,2.06,2328,79.71908188,0.12,1309,44.80986639,3.18,2885,98.80095923,1.88,2015,70.24764562,2.18,2098,71.83967112,14.9,1431,48.98937992,3.29,2840,97.25933539
47,David Alaba,AUT,DF,Real Madrid,La Liga,29,38.26652963,1.39,1615,55.29290853,0.58,2406,82.39122987,0.68,964,32.99075026,2.28,2167,75.54935473,0.85,757,25.89928058,7.59,442,15.10791367,1.26,1315,45.01541624
48,Sofiane Alakouch,MAR,DFMF,Metz,Ligue 1,23,68.72216513,3.33,2856,97.80746831,0,1,0,3.33,2888,98.90373416,1.1.1,#VALUE!,#VALUE!,4.44,2867,98.1843097,28.9,2762,94.58718739,3.33,2841,97.2935937
49,Tomás Alarcón,CHI,MF,Cádiz,La Liga,23,84.00137033,1.71,1964,67.2490579,0.38,2092,71.63412127,1.65,2430,83.21342926,2.85,2347,81.82769445,1.9,1819,62.28160329,16.5,1689,57.8280233,2.03,2364,80.95238095
50,Lucas Alario,ARG,FW,Leverkusen,Bundesliga,29,9.797875985,0.41,712,24.35765673,0,1,0,0.96,1400,47.92737239,0.82,1269,44.22741542,0.68,656,22.4391915,14,1289,44.12470024,0.96,951,32.54539226
51,Jordi Alba,ESP,DF,Barcelona,La Liga,33,72.79890373,1.63,1883,64.47413498,0.24,1740,59.57519699,1.67,2447,83.79582049,1.29,1682,58.63271713,1.5,1404,48.06440562,11,854,29.22233642,1.9,2205,75.50531004
52,Josué Albert,GUF,DF,Clermont Foot,Ligue 1,30,79.75334018,0,1,0,0,1,0,0,1,0,5,2735,95.36100453,0,1,0,10,691,23.63823227,0,1,0
53,Luis Alberto,ESP,MF,Lazio,Serie A,29,46.79684824,0.84,1089,37.27303871,0.15,1424,48.74957177,0.96,1400,47.92737239,0.23,664,23.125218,1.19,1093,37.41007194,15.8,1581,54.12812607,1.11,1122,38.40356286
54,Raúl Albiol,ESP,DF,Villarreal,La Liga,36,68.10551559,1.35,1574,53.88831792,0.58,2406,82.39122987,0.8,1119,38.30078794,5.22,2768,96.51203348,0.99,860,29.42788626,6.13,350,11.95614937,1.39,1484,50.80507023
55,Marc Albrighton,ENG,FWDF,Leicester City,Premier League,32,35.45734841,1.98,2242,76.77286742,0.4,2134,73.0729702,1.75,2537,86.87906817,0.79,1231,42.90198814,2.62,2429,83.17917095,22.9,2512,86.02261048,2.14,2469,84.54950325
56,Paco Alcácer,ESP,FW,Villarreal,La Liga,28,8.359027064,0.46,760,26.0020555,0,1,0,0.92,1333,45.63206578,0.1.1,#VALUE!,#VALUE!,0.57,600,20.52072628,12.9,1130,38.67762933,0.92,915,31.31209318
57,Thiago Alcántara,ESP,MF,Liverpool,Premier League,31,95.78622816,2.06,2328,79.71908188,0.12,1309,44.80986639,1.41,2145,73.44981158,1.06,1493,52.04046041,3.41,2759,94.48441247,18.8,2059,70.50359712,1.53,1694,57.99931483
58,Rubén Alcaraz,ESP,MF,Cádiz,La Liga,31,93.93627955,1.22,1442,49.36622131,0.16,1460,49.98287085,1.06,1577,53.99109284,1.22,1629,56.78409487,3.5,2774,94.99828708,24.5,2623,89.82528263,1.22,1233,42.20623501
59,Omar Alderete,PAR,DF,Valencia,La Liga,25,86.84480987,2.62,2697,92.3603974,0.67,2522,86.36519356,0.67,945,32.33984241,6.93,2868,100,2.43,2293,78.52004111,9.25,615,21.03460089,1.35,1432,49.02363823
60,Iván Alejo,ESP,MFFW,Cádiz,La Liga,27,52.4837273,1.36,1586,54.29941761,0,1,0,1.27,1929,66.05001713,1.02,1453,50.64527381,2.8,2519,86.26241864,28.9,2762,94.58718739,1.27,1330,45.52929085
61,Doðan Alemdar,TUR,GK,Rennes,Ligue 1,19,25.72798904,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.08,158,5.378554299,0,1,0
62,Carles Aleñá,ESP,MF,Getafe,La Liga,24,35.93696471,0.74,1011,34.60089072,0.08,1154,39.49982871,0.97,1413,48.37273039,0.39,834,29.05476107,1.32,1234,42.24049332,21.4,2393,81.94587187,1.05,1059,36.24528948
63,Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,23,82.9393628,2.4,2593,88.7975334,0.16,1460,49.98287085,1.07,1587,54.33367592,1.36,1734,60.44645971,1.39,1295,44.33025009,9.09,592,20.24665982,1.23,1256,42.99417609
64,Mircea Alexandru Tirlea,ROU,DF,Alavés,La Liga,22,98.83521754,0.5,793,27.13257965,0,1,0,0.5,704,24.08359027,5,2735,95.36100453,0,1,0,20,2207,75.57382665,5,2884,98.76670092
65,Mohamed Ali Cho,FRA,FW,Angers,Ligue 1,18,14.11442275,0.64,917,31.3806098,0.05,1050,35.93696471,0.88,1258,43.0626927,0.05,553,19.25357517,0.49,555,18.97910243,23.3,2542,87.05035971,0.93,924,31.62041795
66,Alisson,BRA,GK,Liverpool,Premier League,29,36.34806441,0,1,0,0,1,0,0.03,492,16.82082905,0.03,521,18.13742588,0,1,0,0.17,213,7.26276122,0.03,464,15.86159644
67,Allan,BRA,MF,Everton,Premier League,31,90.85303186,1.73,1988,68.07125728,0.37,2074,71.01747174,1.52,2279,78.0404248,1.65,1897,66.13184513,3.17,2688,92.05207263,26.7,2716,93.01130524,1.89,2194,75.12846865
68,Jim Allevinah,GAB,FW,Clermont Foot,Ligue 1,27,26.72147996,0.61,894,30.59266872,0.12,1309,44.80986639,0.67,945,32.33984241,0.18,627,21.83467039,1.45,1360,46.55704008,12.7,1101,37.6841384,0.79,792,27.09832134
69,Dele Alli,ENG,MF,Everton,Premier League,26,84.58376156,2.63,2701,92.49743063,0.53,2347,80.36998972,1.84,2613,89.48269955,1.84,1999,69.68957098,3.95,2830,96.91675231,33.4,2845,97.43062693,2.37,2625,89.89379925
70,Dele Alli,ENG,MFFW,Tottenham,Premier League,26,37.37581363,2.33,2548,87.25590956,0.68,2534,86.77629325,2.74,2865,98.11579308,1.64,1894,66.02720614,2.6,2417,82.76807126,28.6,2759,94.48441247,3.42,2859,97.91024323
71,Miguel Almirón,PAR,MFFW,Newcastle Utd,Premier League,28,37.92394656,1.31,1524,52.17540254,0.05,1050,35.93696471,1.1,1634,55.94381638,0.63,1063,37.04220439,2.98,2607,89.27714971,22.6,2495,85.44021925,1.15,1172,40.11647825
72,Marcos Alonso,ESP,DF,Chelsea,Premier League,31,69.85268928,2.74,2746,94.03905447,0.25,1775,60.77423775,1.37,2095,71.7368962,2.28,2167,75.54935473,1.87,1793,61.39088729,12.4,1043,35.69715656,1.62,1808,61.9047619
73,Giorgio Altare,ITA,DF,Cagliari,Serie A,23,95.99177801,2.7,2739,93.79924632,0.43,2195,75.16272696,1.17,1749,59.88352175,4.6,2682,93.51238228,2.58,2403,82.28845495,10.2,752,25.72798904,1.6,1782,61.01404591
74,Hugo Álvarez,ESP,FW,Celta Vigo,La Liga,36,0,0,1,0,0,1,0,0.15,522,17.84857828,1.1,1528,53.26124869,0,1,0,30,2777,95.10106201,1.5,1636,56.01233299
75,Yeray Álvarez,ESP,DF,Athletic Club,La Liga,27,94.55292909,2.61,2691,92.15484755,0.87,2707,92.70298047,0.48,692,23.67249058,4.98,2734,95.32612487,1.64,1553,53.16889346,6.62,373,12.74409044,1.35,1432,49.02363823
76,Dani Alves,BRA,DF,Barcelona,La Liga,39,72.79890373,1.97,2230,76.36176773,0.25,1775,60.77423775,1.23,1846,63.2065776,0.57,1006,35.05406348,2.87,2556,87.52997602,13.8,1262,43.19972593,1.48,1611,55.1558753
77,Steven Alzate,COL,MF,Brighton,Premier League,23,97.01952724,3.11,2827,96.81397739,0.22,1677,57.4169236,0.89,1276,43.67934224,2.22,2141,74.64248343,2,1906,65.26207605,17.6,1857,63.58341898,1.11,1122,38.40356286
78,Ibrahim Amadou,FRA,DFMF,Metz,Ligue 1,29,43.71360055,2.22,2457,84.13840356,0.22,1677,57.4169236,1,1454,49.777321,3.33,2450,85.42029997,2,1906,65.26207605,18.4,1989,68.10551559,1.22,1233,42.20623501
79,Emmanuel Amankwaa Akurugu,GHA,DF,Getafe,La Liga,20,79.75334018,0,1,0,0,1,0,3.33,2888,98.90373416,0,1,0,0,1,0,13.3,1183,40.49331963,3.33,2841,97.2935937
80,Daniel Amartey,GHA,DF,Leicester City,Premier League,27,69.44158959,1.27,1487,50.90784515,1.02,2788,95.47790339,1.02,1504,51.49023638,4.66,2688,93.72166027,1.06,958,32.78520041,7.29,418,14.28571429,2.03,2364,80.95238095
81,Amath,SEN,FWMF,Mallorca,La Liga,25,20.86330935,1.12,1347,46.11168208,0.2,1623,55.56697499,1.63,2412,82.59677972,0.41,850,29.61283572,2.65,2444,83.69304556,21.1,2363,80.91812264,1.84,2127,72.83316204
82,Jordan Amavi,FRA,DF,Marseille,Ligue 1,28,6.783144913,0.71,976,33.40184995,0,1,0,0.71,997,34.12127441,0.71,1139,39.69305895,5,2878,98.56115108,9.29,618,21.13737581,0.71,723,24.73449812
83,Jordan Amavi,FRA,DF,Nice,Ligue 1,28,84.00137033,2.83,2768,94.79273724,0.22,1677,57.4169236,2.61,2856,97.80746831,1.74,1956,68.18974538,3.04,2636,90.27064063,11.3,893,30.55841041,2.83,2793,95.64919493
84,Wisdom Amey,ITA,DF,Bologna,Serie A,16,79.75334018,2.5,2633,90.16786571,0,1,0,1.25,1882,64.43987667,3.75,2524,88.00139519,2.5,2338,80.06166495,12.5,1065,36.45083933,1.25,1284,43.9534087
85,Kelvin Amian,FRA,DF,Spezia,Serie A,24,24.39191504,1.63,1883,64.47413498,0.78,2637,90.30489894,1.53,2293,78.52004111,2.45,2228,77.6770143,2.31,2190,74.99143542,15.1,1470,50.32545392,2.31,2585,88.52346694
86,Nadiem Amiri,GER,MFFW,Genoa,Serie A,25,44.53579993,0.66,937,32.06577595,0,1,0,0.92,1333,45.63206578,0,1,0,1.45,1360,46.55704008,20.4,2291,78.45152449,0.92,915,31.31209318
87,Nadiem Amiri,GER,MFFW,Leverkusen,Bundesliga,25,70.8461802,1.22,1442,49.36622131,0.24,1740,59.57519699,0.98,1429,48.92086331,0.49,924,32.19393094,1.95,1870,64.02877698,13.9,1275,43.64508393,1.22,1233,42.20623501
88,Ethan Ampadu,WAL,MFDF,Venezia,Serie A,21,85.26892771,2.17,2417,82.76807126,0.83,2677,91.67523124,1.57,2351,80.50702295,2.99,2386,83.1880014,2.99,2613,89.48269955,16.9,1751,59.95203837,2.4,2644,90.54470709
89,Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,25,89.34566632,0.95,1177,40.28776978,0.76,2623,89.82528263,1.81,2585,88.52346694,0.67,1104,38.47227067,2.95,2591,88.72901679,24.2,2605,89.20863309,2.57,2719,93.11408016
90,Joachim Andersen,DEN,DF,Crystal Palace,Premier League,25,68.37958205,1.85,2114,72.38780404,0.65,2501,85.6457691,0.62,877,30.01027749,4.81,2711,94.52389257,1.11,1002,34.29256595,4.85,312,10.65433368,1.27,1330,45.52929085
91,Felipe Anderson,BRA,FW,Lazio,Serie A,29,33.71017472,1.15,1373,47.00239808,0.16,1460,49.98287085,1.87,2630,90.06509078,0.5,931,32.43808859,2.55,2388,81.77458034,24.4,2619,89.6882494,2.02,2351,80.50702295
92,Sebastian Andersson,SWE,FW,Köln,Bundesliga,30,7.673860911,0.21,591,20.21240151,0,1,0,0.5,704,24.08359027,0.64,1077,37.53051971,0.93,809,27.68071257,13.7,1253,42.89140116,0.5,572,19.56149366
93,Florin Andone,ROU,FW,Cádiz,La Liga,29,13.12093183,0.5,793,27.13257965,0,1,0,1,1454,49.777321,0.5,931,32.43808859,0,1,0,14,1289,44.12470024,1,995,34.05275779
94,Andrés Andrade Cedeño,PAN,DF,Arminia,Bundesliga,23,90.85303186,2.24,2481,84.96060295,0.86,2704,92.60020555,1.03,1522,52.10688592,4.57,2676,93.30310429,2.5,2338,80.06166495,15.5,1532,52.449469,1.9,2205,75.50531004
95,Fredrik André Bjørkan,NOR,DF,Hertha BSC,Bundesliga,23,73.27852004,1.54,1774,60.73997945,0.26,1803,61.73347037,1.79,2569,87.97533402,1.79,1977,68.92221835,2.82,2526,86.50222679,16.9,1751,59.95203837,2.05,2390,81.84309695
96,Benjamin André,FRA,MF,Lille,Ligue 1,31,91.98355601,2.48,2626,89.92805755,0.49,2297,78.65707434,2.03,2712,92.87427201,2.06,2090,72.86362051,3.76,2809,96.19732785,22.4,2476,84.78931141,2.52,2709,92.77149709
97,Robert Andrich,GER,MF,Leverkusen,Bundesliga,27,91.40116478,2.28,2519,86.26241864,0.4,2134,73.0729702,1.24,1869,63.99451867,2.43,2221,77.43285664,2.08,2003,68.58513189,17.7,1878,64.30284344,1.63,1822,62.38437821
98,José Ángel,ESP,DF,Osasuna,La Liga,32,86.84480987,1.5,1731,59.26687222,0.08,1154,39.49982871,1.25,1882,64.43987667,1.83,1994,69.51517265,2.42,2286,78.28023296,9.75,669,22.8845495,1.33,1403,48.03014731
99,Angeliño,ESP,DF,RB Leipzig,Bundesliga,25,57.27989037,1.37,1595,54.60774238,0.16,1460,49.98287085,1.65,2430,83.21342926,1.96,2045,71.29403558,1.37,1282,43.88489209,10.3,766,26.20760534,1.8,2072,70.94895512
100,Ebenezer Annan,GHA,DF,Bologna,Serie A,19,96.50565262,0.67,942,32.23706749,0,1,0,0,1,0,0,1,0,6.67,2913,99.76019185,16.7,1715,58.71873929,0,1,0
101,Cristian Ansaldi,ARG,DF,Torino,Serie A,35,55.73826653,0.65,927,31.72319287,0.13,1346,46.07742378,1.56,2334,79.92463172,1.3,1688,58.84199512,2.73,2483,85.02911956,11.3,893,30.55841041,1.69,1939,66.39260021
102,Janis Antiste,FRA,FW,Spezia,Serie A,19,18.12264474,0.91,1139,38.98595409,0.11,1268,43.40527578,0.91,1311,44.87838301,0.91,1354,47.19218696,2.05,1980,67.79719082,22.7,2499,85.57725248,1.02,1027,35.14902364
103,Waldemar Anton,GER,DF,Stuttgart,Bundesliga,25,82.9393628,2.29,2523,86.39945187,0.63,2470,84.58376156,1.15,1714,58.68448099,5.52,2798,97.55842344,1.63,1545,52.894827,11.4,910,31.14080164,1.77,2040,69.85268928
104,Josep Antoni Gayá,ESP,DF,Mallorca,La Liga,21,40.52757794,0.5,793,27.13257965,0,1,0,1.67,2447,83.79582049,1.67,1906,66.44576212,0,1,0,10,691,23.63823227,1.67,1881,64.40561836
105,Michail Antonio,JAM,FW,West Ham,Premier League,32,15.03939705,0.42,721,24.6659815,0.03,1017,34.80644056,0.76,1067,36.51935594,0.52,952,33.17056156,0.85,757,25.89928058,13.9,1275,43.64508393,0.79,792,27.09832134
106,Christopher Antwi-Adjei,GHA,FWMF,Bochum,Bundesliga,28,29.70195272,0.56,857,29.32511134,0.08,1154,39.49982871,1.35,2064,70.67488866,0.63,1063,37.04220439,2.14,2059,70.50359712,20.4,2291,78.45152449,1.43,1543,52.82631038
107,Houssem Aouar,FRA,MFFW,Lyon,Ligue 1,23,50.39397054,1.37,1595,54.60774238,0.04,1029,35.21754025,0.76,1067,36.51935594,0.25,681,23.71817231,1.91,1834,62.7954779,18.7,2048,70.12675574,0.79,792,27.09832134
108,Adil Aouchiche,FRA,MFFW,Saint-Étienne,Ligue 1,19,58.13634806,1.75,2012,68.89345666,0.08,1154,39.49982871,1.67,2447,83.79582049,0.67,1104,38.47227067,1.75,1677,57.4169236,28.1,2753,94.27886262,1.75,2015,68.99623159
109,Dennis Appiah,FRA,DF,Nantes,Ligue 1,29,46.6255567,2.02,2301,78.79410757,0.56,2375,81.32922234,1.29,1956,66.97499144,3.13,2417,84.26927101,2.92,2577,88.24940048,16.2,1641,56.18362453,1.85,2139,73.24426173
110,Mauro Arambarri,URU,MF,Getafe,La Liga,26,76.56731757,1.59,1833,62.7612196,0.17,1509,51.66152792,1.66,2441,83.59027064,0.81,1258,43.8437391,2.16,2075,71.05173004,21.5,2404,82.32271326,1.82,2091,71.59986297
111,Mattia Aramu,ITA,MFFW,Venezia,Serie A,27,25.96779719,0.6,889,30.42137718,0.13,1346,46.07742378,1.12,1671,57.21137376,0.9,1333,46.45971399,0.9,787,26.9270298,19.9,2197,75.23124358,1.24,1267,43.37101747
112,Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,33,90.85303186,2.4,2593,88.7975334,0.17,1509,51.66152792,1.77,2555,87.49571771,1.09,1522,53.0519707,2.91,2573,88.11236725,25.3,2664,91.22987324,1.94,2247,76.94415896
113,Néstor Araujo,MEX,DF,Celta Vigo,La Liga,30,77.90339157,1.82,2086,71.42857143,0.41,2157,73.86091127,0.62,877,30.01027749,5.02,2753,95.98883851,0.93,809,27.68071257,6.6,371,12.67557383,1.03,1037,35.49160671
