Rk,Player,Nation,Pos,Club,League,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
868,Adrian Fein,GER,MF,Greuther Fürth,Bundesliga,23,1999,3,0,32,0.4,0,2.5,0,0,0,0,26,0,0,0,15,22.5,66.7,292.5,45,5,7.5,66.7,10,10,100,0,5,0,0,2.5,0,0,0,0,22.5,20,2.5,0,0,0,0,0,0,0,0,0,12.5,2.5,7.5,0,20,0,2.5,0,15,0,2.5,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,30,2.5,8.3,10,10,10,2.5,0,0,2.5,5,5,0,0,32.5,0,5,25,7.5,2.5,30,0,0,0,0,0,22.5,125,90,2.5,0,0,0,2.5,25,20,80,2.5,0,0,0,2.5,0,0,0,0,0,0,0,2.5,0,0,0
872,Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,24,1997,13,8,787,8.7,0,0.23,0,0,0,0,13.1,0,0,0,38,47.6,80,832.3,288.5,11.1,13.3,83.6,20.1,22.3,90.2,6.55,11.3,58.2,0,0.11,2.99,0.46,0,2.76,47.6,44.9,2.64,1.03,0,6.78,1.15,0.11,0,0,0,0,33.3,3.68,10.6,33.2,8.74,2.53,1.49,0.34,38,0.11,1.49,1.26,0.92,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0.69,0.92,0.57,0,0.8,1.95,41.2,1.15,14.4,5.17,36,7.24,5.75,1.38,1.95,0.92,0,1.03,2.18,3.68,5.29,0,58.4,9.31,35.1,24.4,2.41,0.34,56.1,0.46,0.69,66.7,0.57,0,35.7,215.3,91.6,1.49,0.46,0,0.23,0.34,36.8,36.3,98.8,0.23,0.11,0,0,1.15,0.92,0,0.11,0.69,0,0,0,7.93,3.45,1.38,71.4
878,Edimilson Fernandes,SUI,DFFW,Arminia,Bundesliga,26,1996,7,2,283,3.1,0,1.29,0.65,50,0,0,43.7,0,0,0,30,40,75,548.4,210.6,15.2,16.5,92.2,10.3,13.5,76.2,3.87,7.1,54.5,0,1.94,1.94,2.26,0.97,4.52,40,38.1,1.94,0.32,0,10.3,1.61,2.58,0.97,0,0.32,0,25.8,5.48,8.71,4.19,32.6,1.29,0.65,0.32,30,0,0.65,0,1.94,3.23,2.9,0,0.32,0,0,0,0,0,0,0,0,0,0,0.97,0.97,0,0.65,0.32,0.32,1.29,25,0.97,15.8,5.48,34.7,4.52,8.06,3.23,1.29,0.65,0.32,0.65,0.65,1.61,1.94,0,49.7,3.87,7.74,21.9,22.9,2.58,48.1,0.97,1.61,60,0.97,0.32,35.8,160.3,73.9,3.23,1.29,0.32,0.65,2.9,38.7,32.3,83.3,2.9,0,0,0,0.97,0.65,0,2.58,0.97,0,0,0,10,1.29,0.97,57.1
891,Alfre? Finnbogason,ISL,FWMF,Augsburg,Bundesliga,33,1989,10,3,292,3.2,0.63,1.88,1.25,66.7,0.33,0.5,13.3,0,0,0,13.4,22.2,60.6,219.1,66.9,7.19,10.9,65.7,5,7.19,69.6,1.25,1.88,66.7,0.31,0.94,1.25,0,0,1.88,22.2,21.9,0.31,0,0.31,6.88,0.31,0.31,0,0,0,0,13.4,4.38,4.38,3.75,14.1,2.19,0,0.63,13.4,0,0,2.19,1.88,1.88,1.56,0,0,0.31,0,0,0.63,0.31,0,0,0.31,0,0,0.63,0,0,0.31,0.31,0,0.94,0,0.94,18.8,3.75,20,1.56,9.38,7.81,1.88,0.31,0,1.56,0.31,0.94,1.88,0,38.1,2.5,5.94,16.3,19.1,5,37.8,1.25,3.13,40,1.25,0.31,19.7,69.1,46.3,2.81,0.94,0.31,4.38,1.88,37.5,25.6,68.3,6.25,0,0,0,1.25,0.31,0.31,0.31,0,0,0,0,6.25,2.5,2.19,53.3
896,Mark Flekken,NED,GK,Freiburg,Bundesliga,28,1993,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,28.5,41.7,68.3,1017.8,690.1,3.22,3.25,99,11.2,11.4,98.6,14,27,51.7,0,0.06,1.53,0.06,0,0.09,41.7,31.2,10.5,3,0,2.81,1.56,0,0,0,0,0,18.3,1.09,22.3,7.5,29.2,0,0,3.66,28.5,0.16,1.41,0.31,0.16,0.22,0.13,0.09,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.06,0,0,0.06,0,0,0.03,0,0,0.03,0,0,0,0,43.9,36.9,43.5,0.44,0,0,33.5,0.03,0.03,100,0.03,0,23.7,144.6,78.8,0,0,0,0,0,22.9,22.8,99.9,0,0,0,0,0,0.03,0,0,0,0,0,0,5.28,0,0,0
911,Emil Forsberg,SWE,MFFW,RB Leipzig,Bundesliga,30,1991,31,20,1706,19,0.32,2,0.58,28.9,0.05,0.18,18.2,0.11,0.21,0.21,33.5,40.7,82.4,534.2,136.9,18.8,21.4,87.9,11.3,12.7,89.2,2.84,5.11,55.7,0.11,1.26,2.95,1.68,0.11,4.58,40.7,38.2,2.47,0.95,0.42,6.89,0.74,0.89,1,0.37,0.63,0,31.7,4.58,4.42,4.05,33.6,0.89,0.26,1.32,33.5,0.16,0.42,1.42,1.05,2.84,1.89,0.42,0.32,0.11,0.05,0.05,0.32,0.16,0.05,0.05,0,0.05,0,1.05,0.79,0.11,0.58,0.37,0.26,0.79,33.3,0.53,15.7,4.42,28.1,1.84,8,5.89,1.21,0,0,1.21,0.32,1.37,0.26,0.05,51.7,0.53,4.32,27.5,23.5,3.32,48.9,1.16,2.21,52.4,1.26,0,36.3,185.8,99.3,5.84,2.05,0.58,2.32,1.16,49.9,39.6,79.2,7.84,0.11,0,0,0.68,1.11,0.21,0.89,0.79,0,0,0,5.37,0.53,1.16,31.3
915,Philipp Förster,GER,FWMF,Stuttgart,Bundesliga,27,1995,20,11,967,10.7,0.19,2.71,0.65,24.1,0.07,0.29,17.4,0.09,0,0,34.9,40.1,86.9,554.3,126.2,18.9,21,89.8,13.1,14.7,89.2,2.24,2.52,88.9,0.09,0.65,2.9,1.31,0.28,3.18,40.1,38.5,1.59,0.19,0.09,9.25,0.19,0.37,0.19,0,0,0,32,5.23,2.9,32.3,4.77,0.75,0.93,0.37,34.9,0.09,0.19,1.68,1.03,2.34,1.59,0.19,0.19,0.37,0,0,0.19,0.19,0,0,0,0,0,2.24,1.12,0.47,1.59,0.19,1.12,2.34,48,1.21,21.5,5.42,25.2,4.86,10.8,5.79,1.68,0.09,0,1.59,0.93,3.18,0.19,0,52.2,0.47,6.36,28.2,22.2,3.46,50.6,0.93,1.87,50,1.03,0.09,37.3,213.5,122,5.79,2.62,0.93,1.96,1.59,47.9,37.5,78.2,5.42,0.37,0,0,1.68,0.93,0.19,0.37,1.12,0,0,0,7.38,1.03,1.5,40.7
920,Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,24,1998,6,0,145,1.6,0,0,0,0,0,0,0,0,0,0,45,57.5,78.3,795.6,342.5,21.9,24.4,89.7,18.8,24.4,76.9,3.75,6.25,60,0,0.63,2.5,1.88,1.25,0.63,57.5,41.3,16.3,1.88,0,6.25,0.63,2.5,0,0,0,0,30.6,14.4,12.5,3.13,36.9,1.25,14.4,0,45,0,0,3.75,1.25,1.88,1.25,0,0.63,0,0,0,0,0,0,0,0,0,0,3.75,1.25,2.5,0.63,0.63,1.88,2.5,75,0.63,10.6,1.88,17.6,6.88,2.5,1.25,1.25,0,0,1.25,1.25,5,1.25,0.63,66.9,3.75,22.5,32.5,16.9,0.63,50.6,0.63,1.25,50,0.63,0,35,190,96.3,3.13,1.88,0.63,1.88,0,36.3,33.8,93.1,1.88,0,0,0,0.63,0,0,2.5,1.25,0,0,0,8.13,1.88,1.88,50
925,Raphael Framberger,GER,DF,Augsburg,Bundesliga,26,1995,23,9,848,9.4,0,0.11,0,0,0,0,20.4,0,0,0,31.4,47.4,66.1,577.8,296.6,14.9,18.5,80.5,11.1,16,69.3,4.79,10.6,45,0,1.28,2.77,2.13,1.06,4.57,47.4,37.3,10.1,0.43,0,5.53,1.17,2.55,0,0,0,0,21.2,12.9,13.4,3.83,31.2,2.02,9.68,0.11,31.4,0.43,1.7,2.23,1.6,2.02,1.6,0.32,0,0,0,0.11,0,0,0,0,0,0,0,3.62,2.02,1.6,1.49,0.53,1.28,2.66,48,1.38,15.5,4.57,29.5,6.91,5.96,2.66,2.02,0.21,0,1.81,1.06,4.68,3.19,0,59.5,3.94,19,25,19,0.43,49.5,0.85,1.17,72.7,0.85,0,27.8,146.7,74.5,3.51,1.06,0,0.74,0.32,35.1,29.9,85.2,1.38,0.32,0,0,2.02,0.96,0,2.55,2.02,0,0.11,0,8.51,1.6,1.28,55.6
935,Marvin Friedrich,GER,DF,Union Berlin,Bundesliga,26,1995,13,13,1169,13,0,1.15,0.31,26.7,0,0,12.8,0,0,0,36.2,47.9,75.6,825.8,326.4,9.38,11.5,81.3,19.2,22,87.1,7.15,12.8,55.7,0,0.31,3.08,0.15,0.08,2.62,47.9,46.5,1.38,1.15,0.08,5.69,1.31,0.31,0,0,0,0,29.8,5.54,12.6,6.62,35.9,3.69,0.23,0,36.2,0.08,1.69,1,1.15,0.69,0.54,0,0,0.15,0,0,0,0,0,0,0,0,0,1.54,0.92,1.38,0.15,0,1,1.23,81.3,0.23,12.6,4.23,33.5,7.69,4.23,0.69,1.85,0.54,0,1.31,2.38,3.92,4.23,0,59.8,8.31,33.6,25.5,3.77,1.62,58.4,0.31,0.46,66.7,0.31,0,35,174.1,97.2,1.69,0.38,0.08,1,0.31,37.6,35.8,95.3,0.38,0.31,0.08,0.08,0.85,0.15,0,0.31,0.92,0,0,0.08,9.92,3.46,2.54,57.7
936,Marvin Friedrich,GER,DF,M'Gladbach,Bundesliga,26,1995,8,7,600,6.7,0,0.75,0.15,20,0,0,14,0,0,0,62.5,70.3,89,1357.8,416,17,18.5,91.9,35.5,36.4,97.5,9.85,14.3,68.8,0,0,1.79,0.3,0,2.39,70.3,68.7,1.64,1.34,0,9.85,1.49,0,0,0,0,0,56.6,4.03,9.7,8.51,57.5,1.94,0.3,0,62.5,0.15,0.9,0.9,1.04,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,2.69,1.64,2.09,0.6,0,0.75,1.04,71.4,0.3,7.61,2.84,37.3,4.78,2.39,0.45,1.34,0.45,0,0.9,1.49,4.18,4.03,0,80.3,8.81,49,33.6,2.54,1.34,78.8,0,0.15,0,0,0,54.8,212.8,83.3,1.64,0.15,0,0.45,0,60.1,59,98,0.45,0.15,0,0,0.9,0.3,0.15,0,1.64,0,0.15,0,8.81,3.73,1.94,65.8
937,Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,21,2000,25,25,2052,22.8,0.04,0.48,0.18,36.4,0.09,0.25,18.9,0,0,0,43.2,53,81.6,703.4,215.3,21.9,24.3,90.2,17.6,20.7,85,3.03,5.66,53.5,0.26,1.18,1.62,1.1,0.44,2.72,53,42.6,10.4,0.88,0,6.93,0.35,2.28,0,0,0,0,33.8,12,7.24,5.22,36.4,0.96,9.52,0.04,43.2,0.18,0.53,1.32,1.93,2.15,1.75,0,0.26,0.04,0.09,0,0.44,0.39,0,0,0,0.04,0,1.49,0.92,1.05,0.44,0,0.48,0.79,61.1,0.31,13,3.51,27,6.14,4.74,2.11,2.19,0.31,0,1.89,1.71,3.2,1.58,0,65.4,3.46,22.4,31.9,18.2,2.68,55.6,1.93,3.38,57.1,2.11,0.13,43.9,283.2,189.4,8.29,3.33,1.27,1.18,1.45,43.5,39.8,91.6,2.32,0.26,0,0,0.83,2.28,0.04,2.28,0.92,0,0.04,0.04,7.32,1.01,1.18,46
938,Christian Früchtl,GER,GK,Bayern Munich,Bundesliga,22,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,30,30,100,670,420,10,10,100,10,10,100,10,10,100,0,0,0,0,0,0,30,20,10,10,0,0,0,0,0,0,0,0,30,0,0,20,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,30,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10,100,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
941,Chris Führich,GER,MFFW,Stuttgart,Bundesliga,24,1998,25,21,1714,19,0.16,1.58,0.63,40,0.1,0.25,19.2,0,0,0,29.2,36.7,79.4,482.7,153,15,17.3,86.9,10.4,12.5,83.1,2.68,5,53.7,0.11,1.79,2.42,1.74,0.42,3.05,36.7,32.6,4.11,1.58,0.16,7.47,1,1.84,1.16,0.21,0.84,0,25.7,4.74,6.32,3.74,30.1,1.21,1.26,0.11,29.2,0.11,0.42,1.05,0.95,3.21,2,0.68,0.32,0.11,0.11,0,0.21,0.05,0.11,0,0.05,0,0,1.74,1.21,0.58,0.74,0.42,0.89,2.42,37,1.53,19.4,5.58,28.8,4.11,8.89,6.37,1.63,0.11,0,1.53,1.05,2.79,0.42,0,48.2,0.89,6.68,22.9,23.9,2.32,44.2,2,3.05,65.5,2.11,0.32,35.1,202.2,117.2,5.74,2.11,0.47,2,1.84,40.7,31.9,78.4,5.05,0.16,0,0,0.58,1.21,0.11,1.84,1.21,0,0,0,6.68,0.53,0.95,35.7
943,Marius Funk,GER,GK,Greuther Fürth,Bundesliga,26,1996,8,8,720,8,0,0,0,0,0,0,0,0,0,0,28.3,45.3,62.4,973.8,587.1,4.25,4.25,100,11.1,11.5,96.7,12.8,29.1,43.8,0,0.38,1.25,0,0,0,45.3,33.3,12,3.38,0,2.25,0.75,0,0,0,0,0,19.4,1.5,24.4,5.5,34.4,0,0,3.5,28.3,0.38,2.5,0.38,0.25,0.38,0.25,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0.13,48.6,42,48.4,0.25,0,0,36.8,0,0,0,0,0,25.3,120.9,58.1,0,0,0,0,0,25.8,25.6,99.5,0,0,0,0,0.13,0.13,0,0,0,0,0.13,0,4.63,0,0,0
944,Stephan Fürstner,GER,MF,Mainz 05,Bundesliga,34,1987,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,10,50,20,120,110,10,10,100,0,10,0,0,30,0,0,0,0,0,0,10,50,50,0,0,0,10,10,0,0,0,0,0,30,10,10,20,30,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,20,10,0,0,0,0,0,0,0,10,0,60,0,10,50,0,0,60,0,0,0,0,0,20,90,60,10,0,0,0,0,30,30,100,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
947,Mijat Ga?inovi?,SRB,FWDF,Hoffenheim,Bundesliga,27,1995,4,1,110,1.2,0,0.83,0,0,0,0,11.2,0,0,0,32.5,38.3,84.8,550,210,14.2,15,94.4,16.7,19.2,87,1.67,4.17,40,0,0,1.67,0,0,4.17,38.3,32.5,5.83,0,0,5,0.83,0,0,0,0,0,23.3,10,5,7.5,23.3,0.83,5.83,0,32.5,0,0,0.83,0,2.5,1.67,0.83,0,0,0,0,0,0,0,0,0,0,0,2.5,1.67,0.83,0.83,0.83,2.5,3.33,75,0.83,15.8,4.17,26.3,5.83,5.83,4.17,0.83,0,0,0.83,1.67,4.17,3.33,0,54.2,1.67,10.8,30.8,15,0.83,49.2,3.33,3.33,100,3.33,0.83,30,135,75.8,2.5,0.83,0,1.67,3.33,44.2,32.5,73.6,3.33,0.83,0,0,3.33,0.83,0,0,1.67,0,0,0,5.83,3.33,0.83,80
959,Cristian Gamboa,CRC,DF,Bochum,Bundesliga,32,1989,23,20,1722,19.1,0.05,0.26,0.05,20,0.2,1,30.4,0,0,0,36.2,50.2,72.2,815.9,383.9,10.5,11.9,88.2,16.8,21.4,78.5,8.53,15.8,54,0,0.63,3.93,0.89,0.52,4.03,50.2,39.5,10.7,0.73,0.1,5.86,1.1,1.41,0,0,0,0,22.2,7.96,20.1,2.36,33.7,2.93,9.95,0.42,36.2,0.37,0.89,1.78,0.89,1.52,0.99,0.26,0.1,0,0.1,0.05,0.21,0.16,0.05,0,0,0,0,3.3,2.36,2.15,1.05,0.1,1.41,3.3,42.9,1.88,17.1,5.5,32.1,10.1,5.76,1.26,1.73,0.42,0,1.31,3.14,6.44,2.2,0,61.4,4.82,26.5,29.5,10,0.26,50.9,0.68,0.89,76.5,0.73,0.1,32.7,201.1,105.1,3.09,0.99,0.1,0.52,0.73,32.5,30.3,93.1,0.42,0.31,0,0,1.15,0.58,0.1,1.41,2.36,0,0,0,8.48,1.36,0.89,60.5
963,Silvère Ganvoula M'Boussy,CGO,FW,Bochum,Bundesliga,25,1996,9,0,153,1.7,0,2.94,1.18,40,0,0,10.6,0,0,0,20,35.3,56.7,360,58.2,9.41,12.9,72.7,8.24,15.3,53.8,1.76,2.94,60,0,0,1.18,0,0,1.76,35.3,31.8,3.53,0,0.59,16.5,0,0,0,0,0,0,14.1,8.24,12.9,1.76,17.6,4.12,0,0,20,0,0.59,1.76,2.35,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,3.53,18.8,0,10.6,8.24,0,0,0,0,0,0,1.18,0,46.5,1.18,1.76,18.2,28.8,6.47,42.9,1.18,1.76,66.7,1.18,0,21.8,124.7,57.6,2.35,1.18,1.18,3.53,2.94,60,37.1,61.8,5.88,0,0,0,1.18,0.59,3.53,0,0,0,0,0,4.71,11.8,3.53,76.9
982,Linus Gechter,GER,DF,Hertha BSC,Bundesliga,18,2004,13,6,716,8,0.13,0.63,0.13,20,0.2,1,8.1,0,0,0,37.8,47.4,79.7,801.5,259.5,12.3,13.3,92.5,18.5,20.3,91.4,6.5,12.6,51.5,0,0.38,1.88,0.25,0.13,2.25,47.4,46.1,1.25,1,0,5.88,1.75,0.25,0,0,0,0,33,3.5,10.9,7,37.3,2,0.25,0,37.8,0.38,0.88,0.38,1,0.88,0.63,0,0,0.13,0,0.13,0.13,0,0,0,0,0,0.13,1.75,0.75,1.5,0.25,0,1.25,2.38,52.6,1.13,9.38,2.25,24,7.13,1.75,0.5,2.63,1,0.38,1.63,2.25,4,3.5,0,58.1,9.38,36.3,23.1,2.88,0.75,57,0,0.13,0,0,0,35,207.4,95.1,1.75,0.88,0,0.13,0.13,37.8,36.6,97,0,0,0,0,0.75,0,0,0.25,0.75,0,0.13,0,8.5,1.5,1.75,46.2
983,Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,23,1998,20,17,1377,15.3,0.13,0.98,0.13,13.3,0.13,1,18.9,0,0,0,42.4,51.2,82.8,855.5,225.6,16.7,18.8,88.9,18.3,20.4,89.7,7.06,10.8,65.1,0.13,1.44,3.66,1.37,0.13,4.31,51.2,45.8,5.49,2.42,0.13,9.54,3.01,0.78,3.01,1.76,0.26,0,37.6,4.64,8.95,4.05,45.1,1.5,0.07,0.39,42.4,0.39,0.78,1.44,0.92,2.81,1.57,0.78,0,0.26,0.13,0.07,0.2,0.07,0.07,0,0.07,0,0,2.42,1.5,0.92,1.18,0.33,1.05,1.76,59.3,0.72,18.4,6.47,35.1,4.51,10.5,3.4,1.31,0,0,1.31,1.83,4.25,0.33,0.07,60.3,2.48,14.2,34.8,14.8,0.92,55.3,0.26,0.46,57.1,0.26,0.07,35.9,194.7,72.9,3.33,1.31,0.13,0.52,1.05,42.4,38.4,90.4,1.18,0.39,0,0,3.14,1.5,0,0.78,1.5,0,0.07,0,9.61,0.2,0.92,17.6
986,Yannick Gerhardt,GER,MFDF,Wolfsburg,Bundesliga,28,1994,27,17,1574,17.5,0.06,0.8,0.17,21.4,0.07,0.33,15.6,0,0,0,35.2,46.6,75.5,630.7,207.9,14.4,18.1,79.5,15.5,19.4,79.9,4.29,6.51,65.8,0.17,0.69,2.97,1.26,0.23,4.51,46.6,43,3.66,0.34,0.11,8.11,0.74,1.54,0.17,0.11,0.06,0,30.4,7.37,8.86,31.4,7.89,3.09,2.74,0.23,35.2,0.11,0.97,2.23,1.66,1.89,1.6,0,0,0.17,0.11,0,0.4,0.34,0,0,0.06,0,0,2.74,1.71,1.26,1.14,0.34,0.97,2.17,44.7,1.2,20.1,6.74,33.5,7.66,9.09,3.37,2.17,0.06,0,2.11,1.77,4.51,1.31,0,59,2.51,13.2,34.2,15.7,2.23,55.6,0.86,1.26,68.2,0.97,0.23,35.2,181.1,99.9,4.51,1.83,0.17,1.37,1.26,42.3,36,85,4.06,0.11,0,0,1.03,1.37,0.11,1.54,1.71,0,0,0,10.3,1.54,1.83,45.8
990,Hamadi Al Ghaddioui,MAR,FW,Stuttgart,Bundesliga,31,1990,10,7,498,5.5,0.36,2.18,0.73,33.3,0.17,0.5,11.3,0,0,0,13.3,19.8,67,177.1,14.4,8.18,11.8,69.2,3.64,4.73,76.9,0.73,1.09,66.7,0.36,1.45,0.18,0.36,0,0.55,19.8,17.5,2.36,0,0,5.64,0,0.55,0,0,0,0,12.4,5.82,1.64,6.73,10.2,0.91,0,1.09,13.3,0,0.18,1.45,1.45,1.82,1.64,0,0,0.18,0,0,0.55,0.55,0,0,0,0,0,1.27,0.91,0.36,0.55,0.36,0,0,0,0,18.9,6,31.7,1.82,8,9.09,0.55,0,0,0.55,0,1.27,0.73,0,31.6,1.09,2.73,15.6,14.4,4.18,29.3,0,0.73,0,0.18,0,18,52,20.4,1.45,0.36,0.36,4,1.27,41.5,22.4,53.9,7.09,0.36,0,0,2.73,1.27,0.55,0.55,0.91,0,0,0,3.82,2.73,3.09,46.9
1001,Niko Gießelmann,GER,DF,Union Berlin,Bundesliga,30,1991,28,25,2083,23.1,0.13,1.17,0.52,44.4,0.11,0.25,15.3,0,0,0,34.2,49.1,69.5,690.3,285.2,12.6,15.2,82.9,16,21.3,75.1,5.15,11,47,0.26,1.21,2.38,0.95,0.56,4.29,49.1,35.4,13.7,1.17,0,4.89,1.69,2.94,1.56,0.61,0.69,0.04,23.4,10.8,14.9,31.2,4.55,1.73,11,0.04,34.2,0.17,1.13,2.29,1.77,2.29,1.21,0.82,0.09,0.13,0.04,0,0.35,0.17,0.09,0,0.09,0,0,1.34,0.43,0.52,0.65,0.17,0.52,1.34,38.7,0.82,12.6,3.9,31,4.68,5.24,2.64,1.9,0.17,0,1.73,0.95,2.29,1.73,0.09,59,2.51,15,26.2,20.3,1.56,45.6,0.26,0.87,30,0.26,0.13,28.9,110.8,57,2.6,1.08,0.09,0.95,0.52,36.3,32,88.1,1.52,0.13,0,0,1.08,1.47,0.04,2.94,0.43,0,0,0,6.19,1.43,1.3,52.4
1002,Rafa? Gikiewicz,POL,GK,Augsburg,Bundesliga,34,1987,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,24,36.5,65.9,803.7,510.9,3.44,3.47,99.2,9.47,9.71,97.6,11,23.1,47.5,0,0.06,0.59,0,0,0,36.5,24.6,11.9,3.5,0,2.38,0.85,0,0,0,0,0,15.2,1.71,19.5,4.65,25.6,0.06,0.03,4.15,24,0.15,1.03,0.29,0.21,0.21,0.12,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.21,0.38,0.06,15.4,0.35,0,0.03,0,0,0,0,0,0,0,0.12,39.9,33.6,39.5,0.41,0.03,0,28,0,0,0,0,0,18.3,94.1,52.8,0,0,0,0.03,0,16.6,16.6,99.6,0,0,0,0,0,0.18,0,0,0,0,0,0,5.53,0,0,0
1006,Daniel Ginczek,GER,MFFW,Wolfsburg,Bundesliga,31,1991,2,0,13,0.1,0,10,10,100,0,0,17,0,0,0,10,40,25,150,0,10,10,100,0,20,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,20,0,0,0,0,0,0,20,0,20,10,20,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,20,28.6,10,20,40,0,0,0,0,0,0,0,0,60,0,0,30,30,10,60,0,0,0,0,0,20,60,0,0,0,0,10,0,50,30,60,20,0,0,0,0,0,0,0,0,0,0,0,30,10,0,100
1007,Matthias Ginter,GER,DF,M'Gladbach,Bundesliga,28,1994,28,27,2355,26.2,0.04,1.18,0.53,45.2,0.03,0.07,13.4,0.04,0,0,56.3,66.9,84.2,1144.2,407.1,18.7,20.4,91.9,29.8,33.1,90,7.37,12.3,60.1,0,0.57,3.44,0.73,0.19,5.61,66.9,64.2,2.67,2.02,0,6.95,1.98,0.5,0,0,0,0,48.9,5.11,12.9,8.93,52.2,2.86,0.65,0.38,56.3,0.42,0.8,1.6,0.95,1.64,1.26,0.08,0,0.19,0.08,0.04,0.11,0.08,0,0,0.04,0,0,1.72,1.22,1.07,0.57,0.08,1.03,1.6,64.3,0.57,8.82,3.36,38.1,4.66,3.17,0.99,1.34,0.42,0.04,0.92,1.76,3.47,3.85,0.04,77.4,6.79,37.4,39.5,7.6,1.49,74.9,0.27,0.5,53.8,0.27,0.08,50.5,283.2,178.6,5.5,1.45,0.04,0.38,0.31,56.7,55.5,97.9,0.8,0.08,0,0,0.38,1.11,0.08,0.5,1.22,0,0,0,9.24,3.44,1.87,64.7
1013,Serge Gnabry,GER,FWDF,Bayern Munich,Bundesliga,26,1995,34,25,2185,24.3,0.58,2.8,1.07,38.2,0.21,0.54,16.1,0,0,0,44,55.7,79,699.5,196.4,23.7,28,84.9,16.7,20.4,81.7,2.92,5.27,55.5,0.21,1.98,2.47,2.8,0.62,5.27,55.7,52.2,3.5,0.45,0.21,8.23,1.03,3.17,0.82,0.29,0.41,0,41.7,7.28,6.75,12.2,39.4,1.44,2.18,0.29,44,0.21,0.58,3.99,1.48,4.36,3.42,0.08,0.33,0.25,0.12,0.16,0.66,0.49,0,0.08,0.04,0.04,0,2.06,1.4,0.62,0.86,0.58,0.86,2.14,40.4,1.28,16.5,6.05,36.7,3.46,6.75,6.3,1.23,0,0,1.23,1.07,3.13,0.08,0,68.3,0.58,7.37,31.2,34.9,6.54,65.1,2.67,4.16,64.4,2.84,0.08,52.3,273,159.2,9.38,3.33,1.65,2.63,1.4,64.2,52.6,81.9,8.52,0,0,0,0.53,0.99,0.62,3.17,1.4,0,0,0,7.28,0.25,1.4,15
