Rk,Player,Nation,Pos,Club,League,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
1671,Omar Marmoush,EGY,FWMF,Stuttgart,Bundesliga,23,1999,21,19,1571,17.5,0.17,2.8,0.74,26.5,0.06,0.23,18.8,0.17,0,0.06,19,26,73.2,325.7,86.6,10.3,12.9,80,5.37,7.26,74,2.51,3.83,65.7,0.29,1.83,1.03,0.46,0.17,1.43,26,22.7,3.31,0.8,0,6.69,1.14,0.86,1.43,0.06,1.03,0.11,16.2,5.2,4.57,2,20.5,1.14,0.46,0.51,19,0.17,0.63,1.14,1.49,4.17,2.11,0.97,0.51,0.4,0.11,0.06,0.63,0.23,0.17,0.06,0.11,0.06,0,1.66,1.03,0.34,0.8,0.51,0.46,1.2,38.1,0.74,20.3,5.03,24.7,2.97,9.2,8.17,0.86,0.06,0,0.8,0.86,2.51,0.29,0,45.7,0.4,3.83,23.7,21.4,5.09,42.5,2.4,5.77,41.6,2.86,0.51,32.5,159.3,86.3,4.34,1.43,1.03,3.94,3.2,45.9,31.9,69.5,6.91,0.17,0,0,2.17,3.6,0.4,0.86,1.03,0,0,0,5.37,1.71,2.29,42.9
1672,Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,23,1999,2,0,24,0.3,0,3.33,0,0,0,0,33.8,0,0,0,20,30,66.7,256.7,140,10,10,100,6.67,10,66.7,0,0,0,0,3.33,3.33,0,0,6.67,30,26.7,3.33,0,0,20,0,0,0,0,0,0,16.7,10,3.33,0,23.3,0,3.33,0,20,0,0,3.33,3.33,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,6.67,3.33,0,6.67,0,0,0,0,0,23.3,6.67,28.6,0,16.7,6.67,0,0,0,0,0,6.67,0,0,43.3,0,0,20,23.3,3.33,40,0,0,0,0,0,20,100,53.3,6.67,0,3.33,0,0,33.3,20,60,6.67,0,0,0,0,3.33,0,0,3.33,0,0,0,10,3.33,3.33,50
1678,Aarón Martín,ESP,DF,Mainz 05,Bundesliga,25,1997,28,25,2292,25.5,0.04,0.71,0.16,22.2,0.06,0.25,21.2,0.2,0,0,30.9,43.8,70.5,601.1,245.3,13.7,15.6,87.9,11.8,14.7,79.8,5.14,12.1,42.5,0.04,1.92,2.12,1.1,0.71,3.02,43.8,33.8,10,1.25,0.04,5.29,2.16,2.9,3.76,2.08,1.37,0.04,22.6,7.73,13.5,34.8,2.55,1.02,5.02,0.08,30.9,0.2,0.47,1.76,1.57,2.51,1.33,1.06,0,0.08,0.04,0,0.12,0.04,0.08,0,0,0,0,2.27,1.25,1.33,0.71,0.24,0.75,1.73,43.2,0.98,15.3,5.18,33.8,5.96,6.78,2.55,1.33,0.16,0,1.18,1.37,3.65,1.88,0,53.2,1.8,14.4,23.5,18.1,0.94,43.1,1.25,1.96,64,1.37,0,29.6,132,64.9,2.31,0.82,0.04,0.75,0.71,32.3,28.5,88.2,1.37,0.27,0,0,1.33,0.67,0,2.9,1.25,0,0,0,6.82,0.67,1.1,37.8
1689,Josep Martinez,ESP,GK,RB Leipzig,Bundesliga,24,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,19,22,86.4,543,419,1,1,100,12,12,100,6,9,66.7,0,0,1,0,0,0,22,12,10,3,0,1,0,0,0,0,0,0,17,0,5,4,17,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,23,0,0,0,13,0,0,0,0,0,9,48,18,0,0,0,0,0,7,7,100,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1697,Erhan Maovi?,SRB,DF,Bochum,Bundesliga,23,1998,20,17,1552,17.2,0,0.29,0,0,0,0,12.8,0.06,0,0,29.4,37.7,78,710.8,140.9,4.71,5.99,78.6,17.3,18.9,91.7,7.03,12,58.5,0,0,1.22,0.06,0,1.28,37.7,36.8,0.93,0.81,0.06,3.84,0.52,0.06,0.06,0.06,0,0,25.6,3.02,9.07,5.76,28.3,2.56,0.06,0.12,29.4,0.06,1.05,0.99,0.47,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,2.38,1.28,1.69,0.64,0.06,1.22,2.03,60,0.81,12.6,3.9,30.9,7.62,4.59,0.41,2.44,1.4,0.06,1.05,2.62,5,4.36,0.06,49.5,8.26,32,19.2,0.87,0.29,48.6,0.12,0.12,100,0.12,0,27,152.4,47.5,0.7,0.06,0,0.17,0.17,26.6,25.9,97.4,0.06,0.41,0,0,1.05,0.47,0,0.06,1.28,0,0,0.06,9.65,1.98,1.69,54
1698,Roberto Massimo,GER,DFFW,Stuttgart,Bundesliga,21,2000,19,11,877,9.7,0.21,2.06,1.13,55,0.1,0.18,18.4,0,0,0,23.2,30.9,75,374,94.5,11.2,13.5,83.2,9.28,10.5,88.2,1.65,3.81,43.2,0,1.03,0.72,0.41,0.21,2.06,30.9,25.9,5.05,0.1,0,6.7,0.41,1.65,0,0,0,0,19.8,6.08,5.05,3.61,20.7,1.24,4.54,0.31,23.2,0,0.52,1.55,1.34,1.96,1.34,0,0.31,0.31,0,0,0.21,0,0,0.1,0.1,0,0,1.24,1.13,0.72,0.41,0.1,0.52,1.55,33.3,1.03,19,4.95,26.1,5.98,7.53,5.46,1.13,0,0,1.13,1.24,2.47,0.62,0,44.3,0.62,9.59,20,18.2,3.3,39.5,1.55,3.81,40.5,1.96,0.21,29.5,158.4,90.2,4.23,1.24,0.93,2.37,1.96,40,28.2,70.6,5.88,0,0,0,0.93,0.72,0.41,1.65,1.13,0,0,0,5.67,0.62,1.34,31.6
1712,Konstantinos Mavropanos,GRE,DF,Stuttgart,Bundesliga,24,1997,31,31,2705,30.1,0.13,1.1,0.37,33.3,0.12,0.36,12.5,0,0,0,49.2,60.8,80.9,1119.2,428.7,15,16.7,89.5,22.9,26.5,86.3,10.8,15.8,68.1,0,0.17,3.82,0.23,0.03,3.89,60.8,53.7,7.08,2.16,0,7.28,3.69,0.23,0,0,0,0,37.9,9.04,13.9,9.57,41.8,2.56,4.92,0.2,49.2,0.27,1.53,1.79,1.16,0.83,0.4,0.07,0.03,0.23,0,0.1,0.13,0.07,0,0,0.03,0,0.03,2.36,1.3,1.46,0.8,0.1,1,1.79,55.6,0.8,8.44,3.82,45.3,4.98,2.92,0.53,2.79,1.03,0.03,1.76,3.22,5.58,5.32,0.03,75.6,10.3,37.9,36.6,5.88,1.43,68.8,0.56,0.96,58.6,0.63,0.07,40.2,218.3,122,3.02,0.83,0.1,0.47,0.5,44.5,43.2,97.1,0.13,0.1,0,0,0.83,0.66,0.07,0.23,1.3,0,0.1,0,10.1,4.02,0.9,81.8
1713,Eric Maxim Choupo-Moting,CMR,FWMF,Bayern Munich,Bundesliga,33,1989,20,1,377,4.2,0.95,3.57,1.9,53.3,0.27,0.5,11.1,0,0,0,24,32.9,73.2,341,76.2,14.8,17.9,82.7,8.1,11,73.9,0.48,1.19,40,0.48,0.95,1.67,0.48,0,1.9,32.9,32.1,0.71,0,0,8.33,0,0.95,0,0,0,0,26,3.33,3.57,5.95,24,0.71,0,0.48,24,0,0.71,2.38,2.14,2.38,1.67,0,0.24,0.48,0,0,0.48,0.24,0,0,0.24,0,0,3.1,2.14,0.95,1.43,0.71,0.48,1.67,28.6,1.19,18.6,5.95,32.1,2.14,8.81,7.62,1.19,0.24,0,0.95,0.71,3.81,0.48,0,47.6,0.95,5.24,21.9,23.6,8.1,46.9,3.1,4.05,76.5,3.57,0.24,34,140,58.8,3.57,1.67,0.95,2.62,1.43,50.2,33.8,67.3,11,0,0,0,2.14,2.14,0.48,0.95,2.14,0,0,0,6.9,2.14,3.81,36
1720,Kevin Mbabu,SUI,DF,Wolfsburg,Bundesliga,27,1995,24,14,1391,15.5,0,0.32,0,0,0,0,10.6,0,0,0,39.6,56.3,70.3,806.1,354.5,13.3,15.8,84.1,20.3,25.5,79.5,5.61,11.9,47,0,1.35,3.16,1.29,0.58,4.84,56.3,44.1,12.3,0.58,0.06,6.06,1.16,3.16,0,0,0,0,27.8,11.3,17.2,6.26,34.3,2.19,11.7,0.06,39.6,0.06,1.1,1.87,2.65,2.45,1.35,0.52,0.19,0.06,0.32,0,0,0,0,0,0,0,0,2.39,1.1,1.61,0.45,0.32,0.65,1.55,41.7,0.9,15.2,4.71,31.1,6.32,5.1,3.74,2.45,0.45,0,2,2.45,4.84,2.58,0,72.5,3.94,21.5,34.9,21.7,1.68,60.5,2.45,5.23,46.9,2.77,0.45,42.8,201,121.9,5.03,1.74,0.32,1.16,1.74,43.7,39.2,89.5,2.13,0.26,0,0,1.68,1.55,0.13,3.16,1.1,0,0.06,0,10.2,2.45,1.42,63.3
1742,Nathan de Medina,BEL,DF,Arminia,Bundesliga,24,1997,19,7,775,8.6,0,0.58,0.12,20,0,0,19.6,0,0,0,26.7,37.3,71.7,518.4,194,9.88,10.7,92.4,13.7,17.4,78.7,2.91,7.21,40.3,0,0,1.05,0.12,0.12,1.16,37.3,29.7,7.67,0.93,0,4.88,0.81,0.7,0,0,0,0,21.4,5.93,10,3.26,24.3,2.56,6.63,0.12,26.7,0.12,0.7,1.51,1.51,0.12,0,0,0,0.12,0,0,0,0,0,0,0,0,0,2.44,1.4,1.28,1.05,0.12,0.7,1.16,60,0.47,18.4,5.7,31,10.9,6.16,1.28,2.33,0.35,0,1.98,2.21,4.65,2.67,0,49.5,4.77,20.9,21.6,8.95,0.81,42.3,0.12,0.7,16.7,0.23,0,24.9,104.4,40.6,1.63,0.7,0.12,0.81,1.28,25.8,24.1,93.2,0.47,0.23,0,0,1.51,1.16,0,0.7,1.4,0,0,0,7.21,0.93,1.63,36.4
1744,Admir Mehmedi,SUI,MF,Wolfsburg,Bundesliga,31,1991,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,66.7,62,20,2,3,66.7,2,2,100,0,0,0,0,0,1,0,0,1,6,6,0,0,0,1,0,0,0,0,0,0,4,1,1,1,4,1,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,6,0,1,4,1,0,6,0,0,0,0,0,5,55,37,1,0,0,0,0,6,3,50,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1766,Jorge Meré,ESP,DF,Köln,Bundesliga,25,1997,8,5,490,5.4,0,0,0,0,0,0,0,0,0,0,48.1,55.6,86.7,1216.1,358.1,7.78,9.44,82.4,26.1,28,93.4,13.7,17.2,79.6,0,0.19,4.63,0.19,0,4.81,55.6,53.5,2.04,1.85,0,5.93,2.04,0.19,0,0,0,0,40.9,3.7,10.9,7.41,43.1,3.7,0,0,48.1,0.19,0.93,1.48,0.56,0.74,0.56,0.19,0,0,0,0,0,0,0,0,0,0,0,1.3,0.56,0.56,0.56,0.19,0.56,1.67,33.3,1.11,8.7,2.78,31.9,5,3.33,0.37,1.67,0.74,0,0.93,2.41,3.7,6.3,0.19,67,10.9,38.1,31.3,0.74,0,65.2,0,0.19,0,0,0,40,194.8,101.1,2.78,0.19,0,0.19,0.19,41.1,41.1,100,0.19,0.37,0,0,0.93,0.19,0,0.19,0.56,0,0,0,11.3,3.33,1.67,66.7
1777,Thomas Meunier,BEL,DF,Dortmund,Bundesliga,30,1991,17,17,1402,15.6,0.13,1.22,0.38,31.6,0.11,0.33,14.1,0,0,0,57.6,73.8,78,1054.9,419.3,24.4,27.6,88.4,26.4,32.8,80.5,5.83,10.8,54.2,0.26,0.9,3.59,1.54,0.83,6.73,73.8,64.9,8.97,0.45,0.13,9.17,1.22,3.01,0,0,0,0,44.7,13.8,15.4,6.67,54,3.21,8.53,0.13,57.6,0.38,0.96,3.21,2.18,1.79,1.54,0,0,0.13,0.13,0,0.45,0.38,0,0,0,0.06,0,2.18,1.47,0.71,0.9,0.58,1.03,1.92,53.3,0.9,9.68,3.72,38.4,4.23,3.91,1.54,1.03,0.13,0,0.9,1.28,3.46,1.67,0.06,83.1,2.63,23.7,44.8,20.7,1.86,74.3,0.71,1.03,68.8,0.77,0,53,298.2,176.6,8.14,2.69,0.26,0.83,0.96,58.7,55.3,94.2,2.76,0.26,0,0,1.86,0.51,0.06,3.01,1.47,0,0,0,10.8,2.12,0.77,73.3
1779,Marco Meyerhöfer,GER,DF,Greuther Fürth,Bundesliga,26,1995,26,25,2280,25.3,0.04,0.4,0.08,20,0.1,0.5,17.1,0,0,0,35.3,47.4,74.6,608.8,282.5,17.2,19.2,89.5,13.6,18.1,75.5,3.68,7.35,50,0,0.71,3.16,0.32,0.12,4.03,47.4,35.7,11.7,0.71,0,5.65,0.43,1.03,0,0,0,0,22.4,12.8,12.1,2.69,30.7,2.37,10.9,0.08,35.3,0.2,0.75,1.62,1.94,1.34,1.07,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0,0,0,0,0,2.02,0.91,0.95,0.79,0.28,0.83,1.7,48.8,0.87,10.8,3.6,33.3,4.62,4.19,1.98,2.49,0.87,0,1.62,2.69,4.7,3.12,0.04,60.1,4.58,20.9,26.8,15.4,0.91,48.7,0.79,1.46,54.1,0.79,0.04,29,155.1,81,3.24,0.75,0.2,0.99,0.55,29.8,27.2,91.5,1.07,0,0,0,0.91,1.15,0.04,1.03,0.91,0,0.04,0.04,9.49,1.11,1.11,50
1782,Sven Michel,GER,FW,Union Berlin,Bundesliga,31,1990,13,2,338,3.8,0.79,2.37,0.79,33.3,0.33,1,16.2,0,0,0,21.8,32.6,66.9,321.1,65.8,11.3,14.2,79.6,5.26,9.74,54.1,2.89,4.21,68.8,0.26,1.84,0.79,0.79,0.53,2.11,32.6,30.8,1.84,0.26,0,10,0.53,2.11,0,0,0,0,18.7,8.68,5.26,18.2,6.32,2.63,0.53,1.05,21.8,0,0.79,1.58,1.32,3.68,2.89,0,0.26,0.26,0,0.26,1.05,0.53,0,0,0.26,0,0.26,2.89,1.84,1.05,1.32,0.53,0.53,2.11,25,1.58,23.7,7.11,30,5.26,8.95,9.47,2.11,0,0,2.11,0.26,3.16,0,0,51.1,0,3.68,18.4,30.3,5.79,49.2,0.79,3.42,23.1,1.05,0.26,28.7,116.3,61.6,3.95,0.26,1.05,3.42,3.42,50.8,35,68.9,12.4,0.53,0,0,3.68,1.05,0.79,2.11,1.84,0,0,0,7.63,4.47,7.11,38.6
1798,Enzo Millot,FRA,MF,Stuttgart,Bundesliga,19,2002,6,0,53,0.6,0,0,0,0,0,0,0,0,0,0,40,50,80,608.3,125,23.3,26.7,87.5,15,18.3,81.8,1.67,1.67,100,1.67,1.67,1.67,5,0,6.67,50,50,0,0,0,8.33,0,0,0,0,0,0,36.7,5,8.33,40,6.67,1.67,0,0,40,0,0,0,5,3.33,3.33,0,0,0,0,0,1.67,1.67,0,0,0,0,0,1.67,0,0,0,1.67,0,0,0,0,43.3,8.33,19.2,15,16.7,11.7,0,0,0,0,3.33,5,5,0,73.3,1.67,11.7,33.3,33.3,6.67,73.3,0,3.33,0,0,0,46.7,290,131.7,5,1.67,1.67,1.67,3.33,55,48.3,87.9,6.67,0,0,0,1.67,3.33,0,0,0,0,0,0,8.33,5,1.67,75
1812,Maximilian Mittelstädt,GER,DFFW,Hertha BSC,Bundesliga,25,1997,24,16,1493,16.6,0,0.6,0,0,0,0,21.4,0,0,0,32.7,47.6,68.6,585.8,271.4,15,18.4,81.6,12.7,17.3,73.3,4.1,9.1,45,0.3,1.27,2.47,1.14,0.66,4.46,47.6,38.9,8.73,1.2,0.12,9.16,1.45,3.25,1.14,0.72,0.42,0,24.2,12,11.4,30.4,6.93,2.29,6.39,0.24,32.7,0.24,0.96,2.47,2.05,2.29,1.51,0.36,0.06,0.06,0.18,0.12,0.48,0.3,0,0,0.06,0.12,0,3.43,1.87,1.93,0.9,0.6,1.33,3.01,44,1.69,19.8,5.84,29.5,9.28,6.81,3.73,2.41,0.3,0,2.11,3.61,7.05,1.69,0,62.7,3.07,22.7,27,17.8,1.45,54.5,1.69,2.77,60.9,1.75,0.12,35.8,201,120,4.4,1.87,0.48,1.2,1.14,40.1,33.6,83.6,2.59,0.18,0,0,1.51,2.29,0.06,3.25,1.87,0,0.06,0,8.19,1.75,1.99,46.8
1815,Anthony Modeste,FRA,FW,Köln,Bundesliga,34,1988,32,31,2606,29,0.69,3.69,1.48,40.2,0.18,0.44,11.5,0,0.03,0.03,10.1,15.3,65.6,162.6,21.8,5.03,6.97,72.3,3.66,5.41,67.5,0.76,1.48,51.2,0.14,0.48,0.55,0.24,0.07,0.79,15.3,14.2,1.1,0,0,4.48,0.34,0.41,0,0,0,0,8.38,3.48,3.48,1.24,9.93,1.34,0.03,0.62,10.1,0,0.38,0.97,0.76,1.34,0.83,0,0.03,0.31,0.17,0,0.17,0.03,0,0.03,0.07,0.03,0,0.41,0.21,0.1,0.21,0.1,0.17,0.79,21.7,0.62,12.7,3.86,30.4,1,4.62,7.1,0.41,0.07,0,0.34,0.21,0.62,1.24,0,26.3,1.28,2.45,12.1,12.6,5.28,25.2,0.31,0.69,45,0.34,0.07,13.6,33.4,13.1,0.93,0.38,0.28,2.48,1.14,37.7,19.4,51.4,5.66,0.14,0,0,1.41,1.31,1.21,0.41,0.21,0.03,0,0,2.9,3.76,3,55.6
1819,Kevin Möhwald,GER,MF,Union Berlin,Bundesliga,28,1993,16,3,354,3.9,0,2.56,0.51,20,0,0,20.9,0,0,0,36.4,45.6,79.8,639.2,181.3,15.6,18.2,85.9,15.4,19,81.1,3.85,5.13,75,0,1.03,3.85,1.54,1.03,3.08,45.6,44.9,0.77,0.26,0,7.18,0.77,1.28,0,0,0,0,30.8,7.44,7.44,4.1,36.9,2.31,0.26,0.77,36.4,0,1.03,1.79,1.54,2.82,2.31,0,0.26,0.26,0,0,0,0,0,0,0,0,0,1.54,0.77,0.77,0.51,0.26,0.77,2.05,37.5,1.28,20,6.15,30.8,4.62,10.5,4.87,1.03,0,0,1.03,1.03,2.56,0.77,0,58.5,1.54,12.1,32.1,17.9,2.05,57.7,0.51,1.54,33.3,0.77,0.51,38.5,165.1,72.8,3.59,1.79,0.51,1.03,1.79,43.6,38.2,87.6,1.79,0.51,0,0,1.28,1.03,0.51,1.28,0.77,0,0,0,12.8,1.28,1.28,50
1822,Clinton Mola,ENG,DF,Stuttgart,Bundesliga,21,2001,3,1,113,1.3,0,0,0,0,0,0,0,0,0,0,84.6,92.3,91.7,1779.2,400,24.6,27.7,88.9,48.5,50.8,95.5,11.5,13.8,83.3,0,0,3.08,0,0,3.85,92.3,88.5,3.85,0,0,13.1,2.31,0,0,0,0,0,76.9,7.69,7.69,70,13.8,3.08,3.85,0,84.6,0,0.77,1.54,0,0.77,0.77,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,1.54,0.77,0,0.77,3.08,25,2.31,10,1.54,15.4,5.38,4.62,0,5.38,3.85,0,1.54,1.54,3.85,5.38,0,110,10,50.8,66.2,2.31,0,106.2,0.77,0.77,100,0.77,0,78.5,357.7,176.9,3.85,0.77,0,0.77,1.54,79.2,79.2,100,0,0,0,0,0,0.77,0,0,0,0,0,0,10.8,5.38,3.08,63.6
1836,Jan Morávek,CZE,MF,Augsburg,Bundesliga,32,1989,17,5,471,5.2,0,0.38,0,0,0,0,13,0,0,0,25.4,35.6,71.4,436.9,106.3,13.3,16.2,82.1,5.96,8.65,68.9,4.04,7.31,55.3,0,1.35,1.73,0.58,0,2.88,35.6,35.2,0.38,0.38,0,8.27,1.73,0.58,0,0,0,0,21.2,4.04,10.4,4.81,25.2,3.85,0,0.19,25.4,0.19,0,0.96,0.77,2.88,2.69,0,0,0,0,0.19,0,0,0,0,0,0,0,2.5,0.96,0.77,1.15,0.58,0.58,4.04,14.3,3.46,29,8.85,30.5,9.23,13.8,5.96,2.88,0.38,0,2.5,1.92,4.42,2.12,0,49.6,2.5,11.5,22.1,18.1,1.15,49.2,0.96,1.54,62.5,0.96,0,21.7,78.8,39.2,1.54,0.77,0,1.92,1.92,34,26.9,79.1,2.69,0.19,0,0,1.35,0.38,0,0.58,0.96,0,0,0,11.2,1.92,3.08,38.5
1843,Ilaix Moriba,GUI,MF,RB Leipzig,Bundesliga,19,2003,2,0,32,0.4,0,2.5,2.5,100,0,0,26,0,0,0,42.5,50,85,702.5,165,27.5,30,91.7,10,15,66.7,5,5,100,0,0,5,0,0,5,50,45,5,5,0,20,2.5,0,0,0,0,0,42.5,5,2.5,7.5,40,0,0,2.5,42.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5,0,7.5,0,7.5,15,2.5,16.7,2.5,5,7.5,2.5,0,0,2.5,5,7.5,0,0,75,0,0,57.5,20,2.5,75,0,0,0,0,0,60,252.5,152.5,10,0,0,2.5,10,62.5,60,96,5,0,0,0,2.5,7.5,0,0,0,0,0,0,5,0,5,0
1856,Youssoufa Moukoko,GER,FW,Dortmund,Bundesliga,17,2004,16,1,223,2.5,0.8,3.2,1.2,37.5,0.25,0.67,14,0,0,0,14.4,17.2,83.7,220.4,26,6.4,7.6,84.2,5.2,5.6,92.9,1.2,1.6,75,0,0.8,1.2,0,0,0.8,17.2,15.6,1.6,0,0,4.8,0,0.4,0,0,0,0,13.2,4,0,12.4,3.6,0.4,0,0.4,14.4,0,0,0.8,0.4,2.4,1.6,0,0.4,0.4,0,0,0.4,0,0,0,0.4,0,0,0.4,0.4,0,0.4,0,0,0.8,0,0.8,21.2,7.2,34,3.2,8.4,9.6,2.8,0,0,2.8,0,0.4,0.4,0,34,0.8,2,17.2,17.2,5.6,32.4,0.4,2.8,14.3,0.4,0,20.8,66.8,28.8,2,0,0.4,3.6,2.8,39.6,20.8,52.5,7.6,0.4,0,0,2.4,1.6,2,0.4,0.4,0,0,0,6.8,0.8,2.8,22.2
1867,Nordi Mukiele,FRA,DF,RB Leipzig,Bundesliga,24,1997,28,21,1842,20.5,0.05,1.07,0.34,31.8,0.05,0.14,12.3,0,0,0,42,55.7,75.5,759,302.9,19.3,22.7,85,16.7,21.4,78.1,5.27,8.54,61.7,0.15,0.63,1.9,1.41,0.39,4.49,55.7,47.5,8.15,1.02,0,8.39,0.88,1.95,0,0,0,0,31.3,11.5,12.8,3.66,41,2.44,7.02,0.1,42,0.05,0.54,2.68,2.54,1.07,0.93,0,0.05,0.05,0.05,0,0.2,0.15,0,0,0,0.05,0,2.15,1.37,1.41,0.59,0.15,0.88,1.8,48.6,0.93,15.2,5.51,36.2,5.61,6.39,3.22,1.51,0.24,0,1.27,2.54,4.68,2.68,0.1,68.9,3.17,20.8,33.2,18.1,3.51,61.2,0.73,1.85,39.5,0.83,0.05,39.5,177.6,97.8,3.71,1.02,0.44,1.12,0.98,45.5,41.8,91.8,3.12,0.15,0,0,1.27,1.22,0.39,1.95,1.37,0.05,0.05,0,8.54,2.49,1.51,62.2
1869,Florian Müller,GER,GK,Stuttgart,Bundesliga,24,1997,30,30,2700,30,0,0,0,0,0,0,0,0,0,0,28.3,33.7,83.8,716.8,376.4,7.13,7.13,100,12.3,12.5,98.7,8.27,13.6,60.9,0,0,0.1,0.03,0,0,33.7,24.1,9.63,1.53,0,1.7,0.53,0,0,0,0,0,22.7,1.43,9.63,18.9,9.1,0,0.07,4.9,28.3,0.03,0.37,0.27,0,0.13,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.13,0.07,50,0.13,0,0,0.03,0,0,0.03,0,0,0,0.07,36.7,31.4,36.5,0.27,0.03,0,27.1,0,0,0,0,0,17.3,71.5,35.2,0,0,0,0.07,0,17.2,17.2,100,0,0,0,0,0,0.13,0,0,0,0,0,0,5.1,0,0,0
1870,Thomas Müller,GER,MF,Bayern Munich,Bundesliga,32,1989,32,32,2558,28.4,0.28,1.94,0.85,43.6,0.15,0.33,12.6,0,0,0,39.8,53.2,74.9,635.4,166.8,21.3,25.5,83.8,13.9,18.5,75.4,3.03,5.81,52.1,0.63,2.54,2.64,2.32,0.81,4.93,53.2,49.8,3.45,0.39,0.42,11,0.92,2.71,0.42,0.11,0.18,0.04,34.4,9.51,9.3,10.1,37.7,2.22,1.65,0.42,39.8,0.35,0.7,2.36,1.94,4.89,4.3,0.07,0.04,0.28,0.14,0.07,0.99,0.92,0,0,0,0.04,0.04,1.48,0.88,0.35,0.67,0.46,0.49,1.65,29.8,1.16,16.7,5.42,32.4,2.15,7.68,6.9,1.34,0.14,0,1.2,0.81,2.29,0.56,0,62.9,0.74,5.7,28.6,31.8,6.16,59.5,0.49,0.92,53.8,0.53,0.04,38.3,149.4,92.3,4.93,1.9,0.39,2.01,0.92,63.7,49.4,77.7,10.8,0,0,0,0.56,1.16,0.42,2.71,0.88,0,0,0.04,5.07,1.58,2.25,41.3
1882,Torben Müsel,GER,MF,M'Gladbach,Bundesliga,22,1999,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,20,20,100,190,0,20,20,100,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,0,0,0,0,0,20,90,50,10,0,0,0,0,20,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
