Rk,Player,Nation,Pos,Club,League,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,PasPress,Sw,PasCrs,CK,CkIn,CkOut,CkStr,PasGround,PasLow,PasHigh,PaswLeft,PaswRight,PaswHead,TI,PaswOther,PasCmp,PasOff,PasOut,PasInt,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Press,PresSucc,Press%,PresDef3rd,PresMid3rd,PresAtt3rd,Blocks,BlkSh,BlkShSv,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,DriSucc,DriAtt,DriSucc%,DriPast,DriMegs,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,RecTarg,Rec,Rec%,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%
664,Sacha Delaye,FRA,MFFW,Montpellier,Ligue 1,20,2002,11,3,262,2.9,0,1.03,0,0,0,0,20.2,0,0,0,23.4,31,75.6,373.8,131,13.4,16.2,83,5.86,7.93,73.9,2.41,4.83,50,0.34,0.69,1.72,1.38,0.34,2.41,31,29.7,1.38,0.34,0,5.86,1.72,2.41,0,0,0,0,20.7,6.9,3.45,2.41,25.9,1.38,0.69,0.34,23.4,0,0.69,1.72,0.34,2.07,1.03,0,0.34,0.34,0,0.34,0.69,0.34,0,0.34,0,0,0,2.41,1.03,0.69,0.69,1.03,1.03,3.1,33.3,2.07,27.9,5.17,18.5,7.93,12.8,7.24,0.34,0,0,0.34,0.69,3.1,0.69,0,41,1.03,10.7,16.9,16.6,3.1,39.7,0.34,1.03,33.3,0.34,0,27.6,107.9,57.9,3.79,1.38,0.34,2.41,0.69,32.1,26.2,81.7,5.52,0,0,0,1.38,0.34,0,2.41,1.03,0,0,0,7.93,0.69,2.76,20
666,Andy Delort,ALG,FW,Nice,Ligue 1,30,1991,32,26,2448,27.2,0.59,3.6,1.36,37.8,0.13,0.35,16.3,0.26,0.11,0.11,15.4,25.2,61.3,237.4,49.6,8.49,12.1,70.2,4.63,7.83,59.2,1.36,2.9,46.8,0.07,1.21,0.96,1.03,0.33,1.58,25.2,23.6,1.62,0.04,0.11,7.46,0.77,1.8,0,0,0,0,11.6,6.54,7.06,1.47,17.5,1.99,0.18,1.62,15.4,0.07,0.59,1.18,1.14,2.46,1.8,0,0.18,0.18,0.18,0.11,0.37,0.26,0,0,0.04,0.07,0,0.55,0.37,0.11,0.26,0.18,0.18,0.51,35.7,0.33,12.4,3.53,28.6,1.14,4.63,6.58,0.66,0.15,0,0.51,0.48,1.03,0.48,0,36.6,0.77,2.43,14.5,20.7,5.4,34.6,0.55,1.47,37.5,0.59,0.04,20,70.9,29,2.02,0.48,0.37,2.21,1.43,45.2,27.9,61.8,7.76,0.11,0,0,1.4,1.8,0.55,1.8,0.37,0.04,0,0,3.82,3.2,4.19,43.3
667,Andy Delort,ALG,FW,Montpellier,Ligue 1,30,1991,3,3,269,3,0.67,4.67,1.67,35.7,0.14,0.4,15.9,0,0,0,18.7,32,58.3,345.7,86,10,14.3,69.8,6,10,60,2.67,4.33,61.5,0.33,3,0.67,2,0.67,1.67,32,29,3,0,0,5.67,1.67,2.67,0.67,0.33,0.33,0,13.7,7.33,11,1,26,2.67,0,0.67,18.7,0,0.33,3,2.33,4,3.67,0,0,0.33,0,0,0.33,0,0,0,0.33,0,0,0.67,0.67,0.33,0,0.33,0,0.33,0,0.33,8.67,1.33,15.4,2,3,3.67,1,0,0,1,0,0.67,2,0,45,2,4.67,15.7,25.7,6.33,42,0,0,0,0,0,20,61.3,14.3,0.67,0,0.33,1.67,2,58.3,32.7,56,6.33,0,0,0,2,1,0,2.67,0.67,0,0,0,4.33,2,3,40
669,Moussa Dembélé,FRA,FW,Lyon,Ligue 1,25,1996,30,25,2207,24.5,0.86,3.43,1.51,44,0.19,0.43,12,0,0.2,0.2,12.6,18.1,69.5,156.9,19.8,7.47,9.88,75.6,3.14,4.53,69.4,0.49,1.14,42.9,0.16,0.9,0.53,0.29,0.04,0.49,18.1,16.7,1.35,0.08,0.04,5.96,0.2,0.33,0,0,0,0,12,4.12,1.92,2.78,12.1,0.9,0.2,0.69,12.6,0.12,0.45,1.1,0.9,2.65,1.8,0,0.24,0.2,0.29,0.12,0.61,0.29,0,0.08,0.08,0.16,0,0.69,0.45,0.08,0.2,0.41,0.2,0.49,41.7,0.29,12.9,3.63,28.3,0.78,5.02,7.06,0.98,0.16,0,0.82,0.33,1.02,1.02,0,32.6,1.18,2.9,13.2,18.1,6.94,31.1,1.1,2,55.1,1.18,0.04,18.4,68.3,34.9,2.33,0.65,0.69,3.8,1.76,41.9,23.1,55.1,8.57,0.24,0,0,1.18,0.82,0.41,0.33,0.45,0.12,0,0,3.71,2.73,2.65,50.8
676,Jason Denayer,BEL,DF,Lyon,Ligue 1,26,1995,15,12,1002,11.1,0.27,0.54,0.36,66.7,0.5,0.75,6.8,0,0,0,62.9,66.6,94.5,1354.6,371.2,18.1,18.8,96.2,33.1,34.2,96.6,11.3,13,86.8,0,0.09,1.71,0,0,1.8,66.6,64.3,2.25,1.98,0,5.14,1.98,0.09,0,0,0,0,57.6,3.69,5.32,2.88,60.2,1.98,0.27,0.18,62.9,0.09,0.27,0.63,0.09,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.54,0.72,0.27,0,0.54,0.72,75,0.18,7.03,2.25,32.1,3.6,3.33,0.09,1.89,0.9,0.09,0.99,1.62,2.61,4.05,0.09,75.9,11,43.4,35.6,1.08,0.72,73.7,0.09,0.27,33.3,0.18,0,52,218.9,100.5,1.35,0,0,0.09,0.18,58.3,57,97.8,0,0.18,0,0,0.72,0.45,0,0.09,0.54,0,0.09,0,6.67,1.62,1.89,46.2
683,Arthur Desmas,FRA,GK,Clermont Foot,Ligue 1,28,1994,15,15,1304,14.5,0,0,0,0,0,0,0,0,0,0,20.5,28.6,71.7,491.5,275.4,6.28,6.28,100,7.79,7.93,98.3,5.79,13.7,42.2,0,0,0.41,0,0,0.07,28.6,18.6,9.93,2.21,0,1.03,0.41,0,0,0,0,0,17.2,0.55,10.8,2.21,21.6,0,0,3.66,20.5,0,1.17,0.14,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.21,0.14,0,0,0.14,0,0,0,0,0,0,0,0,0,0.14,30.3,27.4,30.3,0.14,0,0,20.6,0,0,0,0,0,13.8,56.1,30.8,0,0,0,0,0,12.8,12.8,100,0,0,0,0,0,0.21,0,0,0,0,0,0.07,4.21,0,0,0
692,Ángel Di María,ARG,FW,Paris S-G,Ligue 1,34,1988,26,19,1645,18.3,0.27,2.79,1.2,43.1,0.1,0.23,19.2,0.05,0,0,48.9,64.4,75.9,866.1,238.1,25.2,29.4,85.9,16.6,21,79,6.34,11.4,55.8,0.38,3.01,3.22,2.62,0.55,5.79,64.4,59.8,4.59,0.71,0.44,7.65,2.4,3.55,2.68,1.2,0.98,0,44.9,7.21,12.3,58.5,3.77,0.77,1.15,0.22,48.9,0.38,0.77,3.88,1.86,5.19,3.77,0.77,0.33,0.16,0.11,0.05,0.71,0.66,0,0,0,0.05,0,1.64,0.98,0.44,0.77,0.44,0.66,2.24,29.3,1.58,14.6,4.26,29.2,2.4,4.59,7.6,0.87,0,0,0.87,0.98,2.62,0.16,0,76.3,0.71,6.23,32.6,43.7,5.08,71.7,2.02,3.33,60.7,2.24,0.22,59.3,351.8,205.5,11.3,3.55,1.37,1.69,1.48,69.6,62.2,89.3,8.36,0.11,0,0,0.66,0.87,0.38,3.55,0.98,0.05,0,0,5.03,0.05,0.05,50
697,Yadaly Diaby,FRA,FWMF,Clermont Foot,Ligue 1,21,2000,5,0,67,0.7,0,2.86,0,0,0,0,15.3,0,0,0,17.1,28.6,60,211.4,15.7,11.4,18.6,61.5,2.86,5.71,50,1.43,1.43,100,0,0,0,0,0,0,28.6,27.1,1.43,0,0,7.14,0,0,0,0,0,0,25.7,1.43,1.43,5.71,21.4,0,0,0,17.1,0,0,4.29,0,1.43,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,1.43,25.7,10,38.9,4.29,10,11.4,0,0,0,0,4.29,4.29,1.43,0,45.7,2.86,10,15.7,24.3,5.71,44.3,1.43,1.43,100,1.43,0,31.4,127.1,95.7,4.29,1.43,1.43,1.43,7.14,35.7,30,84,11.4,1.43,1.43,0,1.43,1.43,0,0,0,0,0,0,5.71,1.43,1.43,50
699,Ibrahim Diakité,FRA,MF,Reims,Ligue 1,18,2003,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,33.3,17,16,0,1,0,1,1,100,0,1,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,25,3,1,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
700,Abdou Diallo,SEN,DF,Paris S-G,Ligue 1,26,1996,12,10,877,9.7,0,0.21,0.1,50,0,0,14.5,0,0,0,64.4,72.1,89.4,1166.4,436.6,26.5,28.7,92.4,30.6,32.9,93.1,6.49,8.97,72.4,0.1,0.41,3.71,0.82,0.31,5.57,72.1,65.5,6.6,1.34,0,6.19,1.13,1.44,0,0,0,0,56.8,8.76,6.49,57.5,7.22,0.93,5.26,0.1,64.4,0.1,0.62,1.75,0.82,0.52,0.52,0,0,0,0,0,0.1,0.1,0,0,0,0,0,2.47,1.86,1.24,0.93,0.31,0.93,1.75,52.9,0.82,12.2,4.54,37.3,4.12,5.57,2.47,1.44,0.31,0,1.13,1.34,3.81,2.06,0.1,81.8,6.39,27.2,43.6,17.3,0.93,75.3,1.55,2.37,65.2,1.75,0.1,60,306.4,181.4,6.49,2.16,0.31,1.03,1.13,62.9,61,97,1.03,0.1,0,0,1.24,0.31,0,1.44,1.86,0,0,0,5.98,1.55,0.41,78.9
701,Habib Diallo,SEN,FW,Strasbourg,Ligue 1,26,1995,31,16,1541,17.1,0.64,2.92,1.29,44,0.18,0.41,12,0,0.12,0.12,15.6,21.8,71.6,218.2,35.4,9.88,12.6,78.6,4.15,5.85,71,0.88,1.35,65.2,0.06,0.7,0.88,0.53,0.18,0.99,21.8,20.9,0.88,0.06,0.06,7.13,0.23,0.47,0,0,0,0,14,4.39,3.39,2.34,15.6,0.88,0.06,0.99,15.6,0.06,0.12,1.11,1.23,1.93,1.35,0,0.23,0.23,0.12,0,0.53,0.29,0,0.12,0.06,0.06,0,0.53,0.41,0,0.47,0.06,0.06,0.41,14.3,0.35,15.8,3.92,24.7,1.17,8.3,6.37,0.88,0.41,0,0.47,0.35,0.88,0.64,0,35.7,1.4,2.98,16.5,17.7,5.67,34.7,1.17,2.4,48.8,1.52,0.23,22.2,79.9,37.3,1.87,0.7,0.35,3.39,1.81,45.8,26.5,57.8,8.6,0.12,0,0,1.11,1.58,0.88,0.47,0.41,0,0,0,4.21,3.1,3.74,45.3
703,Mouhamadou Diarra,SEN,MF,Strasbourg,Ligue 1,18,2004,4,1,109,1.2,0,0,0,0,0,0,0,0,0,0,42.5,49.2,86.4,930.8,144.2,13.3,13.3,100,17.5,20.8,84,11.7,13.3,87.5,0,0,5,0,0,2.5,49.2,49.2,0,0,0,8.33,1.67,0,0,0,0,0,40.8,5.83,2.5,5.83,40.8,1.67,0,0,42.5,0,0,2.5,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,2.5,2.5,0.83,0,0.83,0.83,100,0,18.3,5,27.3,6.67,10.8,0.83,0,0,0,0,2.5,5.83,1.67,0,59.2,0.83,7.5,45,10,0,59.2,2.5,3.33,75,2.5,0,40.8,177.5,69.2,3.33,0.83,0,0,2.5,41.7,41.7,100,0.83,0.83,0,0,1.67,0.83,0,0,2.5,0,0,0,7.5,0.83,1.67,33.3
704,Stéphane Diarra,FRA,FWMF,Lorient,Ligue 1,23,1998,15,5,525,5.8,0,2.07,0.69,33.3,0,0,17.4,0,0,0,24.5,34.1,71.7,431,90.3,12.8,15.5,82.2,8.45,11.2,75.4,2.76,5,55.2,0,1.9,1.38,1.03,0.17,2.93,34.1,30.7,3.45,0,0.17,5.69,0.86,2.59,1.55,0.86,0.17,0.52,24,5.86,4.31,26.2,5.34,0.69,1.38,0.17,24.5,0.17,0.69,1.03,2.41,5.17,2.76,0.34,0.34,0.86,0.52,0.34,0.69,0,0,0,0.17,0.34,0.17,2.24,1.55,1.03,0.86,0.34,0.52,1.55,33.3,1.03,17.9,5.52,30.8,3.79,9.66,4.48,0.69,0,0,0.69,1.72,3.97,0.17,0,48.8,0.17,5,23.1,25.9,5,45.3,2.59,5.34,48.4,2.93,0.52,35.7,234.1,153.8,7.59,2.41,1.38,2.07,2.59,46.4,33.6,72.5,10.2,0.34,0,0,1.03,1.38,0.34,2.59,1.55,0.17,0,0,5.69,0.34,1.38,20
707,Krepin Diatta,SEN,MFDF,Monaco,Ligue 1,23,1999,8,3,285,3.2,0.31,0.94,0.94,100,0.33,0.33,18,0,0,0,25.9,33.1,78.3,378.4,116.6,15.9,17.8,89.5,8.44,11.3,75,1.25,1.25,100,0,0.94,2.19,0.63,0,4.69,33.1,33.1,0,0,0,9.69,0.31,1.25,0,0,0,0,21.9,7.5,3.75,4.69,22.8,3.13,0,0.31,25.9,0,0,1.88,1.56,1.88,1.56,0,0,0,0,0.31,0.31,0.31,0,0,0,0,0,1.25,1.25,0.31,0.31,0.63,0.31,0.94,33.3,0.63,14.7,5,34,1.88,6.88,5.94,1.25,0,0,1.25,0.94,2.19,0,0,43.4,0.31,3.75,20,21.9,5,43.4,1.88,2.81,66.7,1.88,0,31.9,176.9,110,7.5,1.56,2.5,2.5,0.63,45.6,31.6,69.2,5.31,0,0,0,0.94,2.5,0,1.25,1.25,0,0,0,7.81,2.81,0.94,75
714,Bamba Dieng,SEN,FWMF,Marseille,Ligue 1,22,2000,25,11,975,10.8,0.65,3.43,1.67,48.6,0.16,0.33,12.8,0,0.09,0.09,13.4,18.2,73.6,192.6,34.3,7.78,9.63,80.8,4.26,5.46,78,0.74,1.11,66.7,0.09,0.56,0.09,0.56,0.19,0.83,18.2,17.3,0.93,0.09,0.19,4.35,0.19,0.56,0,0,0,0,13.5,3.15,1.57,2.31,14.2,0.46,0.09,0.56,13.4,0,0.19,1.3,1.11,1.76,0.93,0,0.09,0.37,0.19,0.19,0.56,0.19,0,0.09,0,0.19,0.09,1.67,1.2,0.74,0.46,0.46,0.28,0.93,30,0.65,15.5,3.52,22.8,2.31,6.2,6.94,0.37,0,0,0.37,0.65,2.31,0.74,0,31.6,0.83,4.07,11.3,18.3,7.31,30.6,0.46,1.2,38.5,0.56,0.09,19.6,112.2,70.4,3.24,0.93,1.48,2.59,1.85,38.1,23.1,60.8,7.87,0,0.09,0,1.3,1.39,0.37,0.56,1.2,0.19,0,0,2.87,1.57,1.48,51.5
716,Elhadji Dieye,SEN,MFFW,Saint-Étienne,Ligue 1,19,2002,5,0,34,0.4,0,5,0,0,0,0,18.1,0,0,0,10,22.5,44.4,105,67.5,10,20,50,0,0,0,0,2.5,0,0,0,0,0,0,0,22.5,17.5,5,0,0,7.5,2.5,2.5,0,0,0,0,10,7.5,5,0,12.5,2.5,5,0,10,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,7.5,2.5,0,2.5,5,50,2.5,32.5,10,30.8,12.5,15,5,5,0,0,5,5,15,0,0,55,2.5,12.5,25,20,10,50,2.5,5,50,2.5,0,25,180,120,5,2.5,2.5,2.5,2.5,45,27.5,61.1,5,0,0,0,2.5,5,2.5,2.5,5,0,0,0,5,2.5,0,100
722,Javairô Dilrosun,NED,MFFW,Bordeaux,Ligue 1,23,1998,32,19,1732,19.2,0.1,2.08,0.52,25,0.05,0.2,21.3,0.26,0,0,23.3,31.4,74.3,408.7,124,12.2,13.9,87.6,7.14,9.48,75.3,3.18,5.73,55.5,0.31,1.56,1.98,1.2,0.1,3.02,31.4,27.8,3.59,1.2,0.05,6.72,1.2,1.3,1.93,0.94,0.68,0.1,21.5,3.91,5.94,25.1,4.22,1.15,0.31,0.1,23.3,0.21,0.36,1.3,1.2,3.65,2.08,0.89,0.31,0.21,0.16,0,0.57,0.21,0.16,0.16,0.05,0,0,0.73,0.52,0.16,0.31,0.26,0.31,1.41,22.2,1.09,13,3.54,27.3,2.45,6.25,4.27,0.99,0.1,0,0.89,1.25,1.98,0.16,0,42.3,0.47,4.48,21.2,21.1,2.19,38.8,1.56,2.97,52.6,1.88,0,31.2,222.4,124.8,5.73,2.08,0.94,1.82,1.46,39.9,30.5,76.4,5.99,0.16,0,0,0.73,1.88,0.05,1.3,0.52,0,0,0,4.48,0.47,0.42,52.9
726,Junior Dina Ebimbe,FRA,MF,Paris S-G,Ligue 1,21,2000,10,4,316,3.5,0,1.14,0.29,25,0,0,24.3,0,0,0,54.9,60.9,90.1,1019.1,184.3,22.6,25.4,88.8,25.1,26,96.7,6.29,7.14,88,0,0.29,5.43,0.57,0,2.57,60.9,60.6,0.29,0.29,0,10.3,1.71,0.29,0,0,0,0,56,3.43,1.43,6.57,53.4,0.57,0,0,54.9,0,0.57,2,1.71,0.86,0.86,0,0,0,0,0,0.29,0.29,0,0,0,0,0,2.29,1.71,0.86,1.14,0.29,0.57,1.71,33.3,1.14,25.7,6,23.3,8.86,8.86,8,0.86,0.57,0,0.29,1.14,3.43,0.86,0,72.9,1.71,16,48,13.1,1.43,72.6,1.14,2,57.1,1.14,0,56.3,218,94.3,4.57,1.71,0.57,1.14,3.14,66.9,60.3,90.2,2.29,0.57,0,0,3.14,1.43,0,0.29,1.71,0,0,0,6.57,0.29,0.29,50
727,Tristan Dingomé,CMR,MFFW,Troyes,Ligue 1,31,1991,25,12,1077,12,0.17,1.67,0.33,20,0.1,0.5,21.6,0.08,0,0,33.6,44.7,75.2,587.3,178.9,17,20.7,82.3,10.8,14.2,75.9,4.33,7.5,57.8,0.33,1.75,3.25,1.08,0.42,3.58,44.7,41.2,3.5,1,0.17,7.17,1.42,1.83,1.83,1.33,0.08,0.08,30.4,7.17,7.08,35.3,6.67,1.17,0.58,0.25,33.6,0.58,0.75,2.08,0.83,2.58,1.58,0.67,0.17,0.08,0.08,0,0.58,0.33,0.08,0.08,0,0.08,0,1.83,1,0.5,0.83,0.5,0.25,1.58,15.8,1.33,16,4.5,28.1,3.33,8.33,4.33,0.67,0.08,0,0.58,1.42,3.25,0.25,0,53.5,0.67,6.92,28.2,20.8,2.17,50.3,1.08,1.17,92.9,1.08,0.08,29.2,115,52.9,2.83,0.92,0.17,1.33,1.25,46.2,37.6,81.4,6.42,0.25,0,0,1.25,1.42,0.08,1.83,1,0.08,0,0,7.83,0.75,0.83,47.4
728,Sinaly Diomande,CIV,DF,Lyon,Ligue 1,21,2001,11,5,579,6.4,0,0.47,0,0,0,0,7.9,0,0,0,68.8,73.1,94,1592.8,466.1,14.8,15.6,95,39.2,40.8,96.2,14.5,16.6,87.7,0,0.16,2.19,0,0,3.28,73.1,71.7,1.41,1.25,0,2.97,2.5,0,0,0,0,0,65,2.81,5.31,5.47,65.6,0.94,0.16,0.16,68.8,0,0.47,1.25,0,0.78,0.63,0,0,0,0,0.16,0,0,0,0,0,0,0,1.09,0.63,0.78,0.31,0,0.78,1.41,55.6,0.63,5.47,1.88,34.3,2.5,2.97,0,1.41,1.09,0.16,0.31,2.81,3.91,5.78,0,84.2,9.84,45.3,42.5,2.19,0.63,82.8,0.31,0.47,66.7,0.31,0,60.2,275.8,140.5,2.03,0.16,0,0.16,0.31,65.6,64.8,98.8,0,0.31,0,0,0.94,0.63,0,0,0.63,0,0,0.16,6.25,2.97,1.41,67.9
730,Sofiane Diop,FRA,MFFW,Monaco,Ligue 1,21,2000,30,24,1948,21.6,0.28,1.71,0.56,32.4,0.16,0.5,16.4,0.09,0,0,33.6,45.4,73.9,603,170.7,16.2,19.4,83.5,11.9,15,79.9,4.4,8.1,54.3,0.19,1.67,2.64,1.85,0.32,4.86,45.4,40.7,4.68,1.44,0.37,8.47,2.27,2.31,2.59,1.11,0.88,0.14,31.1,5.97,8.33,2.78,40,1.16,0.6,0.32,33.6,0.19,0.74,2.69,1.3,3.61,2.31,0.65,0.23,0.09,0.28,0.05,0.56,0.46,0,0,0.05,0.05,0,1.67,0.93,0.6,0.79,0.28,0.6,2.22,27.1,1.62,21.5,6.06,28.2,5.28,9.35,6.85,0.65,0,0,0.65,1.53,3.19,0.14,0,58.2,0.28,5.97,28.1,29.2,4.4,53.9,2.31,3.84,60.2,2.5,0.05,41.7,231.4,122.5,6.99,2.73,1.11,3.01,1.94,54.1,42.2,77.9,8.06,0.28,0,0,1.25,2.13,0.19,2.31,0.93,0.05,0.05,0,6.85,0.83,1.48,36
731,Andy Diouf,FRA,MF,Rennes,Ligue 1,20,2002,5,0,14,0.2,0,0,0,0,0,0,0,0,0,0,35,45,77.8,595,35,15,25,60,20,20,100,0,0,0,0,5,0,0,0,0,45,40,5,5,0,0,0,0,0,0,0,0,40,0,5,45,0,0,0,0,35,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,5,5,5,100,0,35,5,14.3,10,15,10,5,0,0,5,0,10,5,0,70,0,30,30,15,5,70,0,0,0,0,0,50,200,100,5,0,0,10,0,35,35,100,5,0,0,0,5,5,0,0,5,0,0,0,15,0,5,0
732,Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,24,1997,4,0,23,0.3,0,0,0,0,0,0,0,0,0,0,113.3,123.3,91.9,2166.7,356.7,33.3,36.7,90.9,56.7,56.7,100,16.7,23.3,71.4,0,0,10,0,0,0,123.3,113.3,10,10,0,20,3.33,0,0,0,0,0,103.3,10,10,103.3,13.3,0,0,0,113.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,20,75,10,16.7,0,0,0,0,0,0,0,0,0,133.3,0,30,100,10,0,123.3,0,0,0,0,0,90,483.3,276.7,13.3,3.33,0,3.33,0,96.7,90,93.1,3.33,0,0,0,0,3.33,0,0,0,0,0,0,30,6.67,0,100
733,Axel Disasi,FRA,DF,Monaco,Ligue 1,24,1998,32,30,2721,30.2,0.03,0.66,0.07,10,0.05,0.5,10,0,0,0,50.9,57.6,88.2,1148.5,354.4,11.7,12.6,93.2,28.9,30.9,93.8,9.93,13.5,73.3,0,0.26,4.01,0.2,0.03,3.64,57.6,56.4,1.26,1.16,0.03,4.83,1.29,0.07,0,0,0,0,45.7,4.11,7.85,4.07,49.2,2.75,0.1,0.13,50.9,0.17,0.96,1.13,0.36,0.4,0.33,0,0,0.07,0,0,0,0,0,0,0,0,0,1.42,0.89,0.7,0.66,0.07,0.56,1.13,50,0.56,8.18,3.44,42.1,3.94,3.97,0.26,1.72,1.09,0,0.63,1.95,3.38,3.61,0,66.6,7.72,31.2,38.2,1.99,1.03,65.4,0.4,0.43,92.3,0.4,0.03,44,275.1,165.8,4.11,0.46,0.03,0.17,0.23,47.1,45.9,97.4,0.13,0.17,0,0,1.52,0.46,0.1,0.07,0.89,0,0.03,0,9.4,2.75,1.36,66.9
736,Tiago Djaló,POR,DF,Lille,Ligue 1,22,2000,28,26,2329,25.9,0.04,0.5,0.19,38.5,0.08,0.2,11.8,0,0,0,51.4,58.5,87.8,985.2,341.4,20.4,22.2,92,23.1,25.1,92,7.22,9.34,77.3,0.04,0.15,2.51,0.15,0.04,2.36,58.5,51.4,7.1,1.2,0.08,4.94,1.12,0.23,0,0,0,0,43.7,8.07,6.72,7.03,43.5,1.39,5.91,0.12,51.4,0.04,0.81,1.31,1.12,0.77,0.58,0.08,0.04,0,0,0.08,0.12,0.08,0,0.04,0,0,0,2.55,1.51,1.7,0.77,0.08,1,1.74,57.8,0.73,10,3.75,37.3,5.6,3.63,0.81,1.74,0.42,0.04,1.31,1.2,3.75,3.44,0,69,6.49,31.7,35.5,6.56,0.81,62.2,0.58,0.81,71.4,0.58,0,42.9,221.3,119.5,3.36,0.66,0.12,0.54,0.58,45.1,43.6,96.7,0.35,0.15,0,0,1.2,0.93,0.04,0.23,1.51,0,0,0.08,8.53,1.04,1.16,47.4
740,Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,27,1994,31,30,2694,29.9,0.03,0.5,0.23,46.7,0.07,0.14,10.5,0,0,0,45.8,54,84.8,1030.2,399.9,12.3,13.5,90.8,23.1,25.7,89.8,9.63,13.5,71.1,0,0.23,4.68,0.57,0.1,4.52,54,51.4,2.54,1.77,0.07,5.18,2.71,0.37,0,0,0,0,36.2,4.82,12.9,9.57,40.1,2.44,0.13,0.07,45.8,0.2,0.5,1.44,0.5,0.74,0.7,0,0,0,0,0.03,0.07,0.07,0,0,0,0,0,2.17,1.34,1.54,0.47,0.17,0.7,1.3,53.8,0.6,9.9,3.38,34.1,5.99,3.24,0.67,1.54,0.4,0,1.14,2.68,4.85,3.91,0.03,64.8,7.16,29.6,34.5,4.92,0.74,62.5,0.3,0.37,81.8,0.3,0,38.8,209.9,123.1,3.68,0.6,0,0.3,0.3,43,42.2,98.1,0.03,0.33,0.03,0.03,1.54,1,0.07,0.37,1.34,0,0.07,0,8.43,2.47,1,71.2
741,Bryan Djile Nokoué,CMR,DFMF,Saint-Étienne,Ligue 1,20,2002,2,0,57,0.6,0,0,0,0,0,0,0,0,0,0,36.7,48.3,75.9,725,208.3,13.3,15,88.9,18.3,20,91.7,5,10,50,0,0,1.67,0,0,1.67,48.3,33.3,15,1.67,0,5,1.67,1.67,0,0,0,0,25,16.7,6.67,1.67,31.7,1.67,13.3,0,36.7,0,0,3.33,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,3.33,3.33,1.67,1.67,0,0,0,0,20,8.33,41.7,13.3,5,1.67,1.67,0,0,1.67,1.67,8.33,0,0,63.3,3.33,28.3,23.3,13.3,1.67,48.3,1.67,1.67,100,1.67,0,35,46.7,16.7,0,0,0,3.33,3.33,31.7,28.3,89.5,3.33,0,0,0,0,1.67,0,1.67,3.33,0,0,0,8.33,0,0,0
