Rk,Player,SoT,Norm_SoT_Rk,SoT%,PasTotCmp%,PasLonCmp%,PasProg,PassProgRk,PassProg%,GCA,GCA_rk,GCA%,DriSucc%,Carries,Carries_rk,Carries%,Recov,Recov_rk,Recov%,Nation,Pos,Club,League,Age,Recov
119,Santiago Arias,0.2,1504,51.49023638,73.5,54.5,2.86,1686,57.72524837,0,1,0,42.9,28.8,1121,38.36930456,11,2622,89.79102432,COL,DF,Granada,La Liga,30,11
120,Adam Armstrong,0.89,2556,87.52997602,70.8,50,1.66,918,31.41486811,0.19,1849,63.30935252,50,21.7,582,19.90407674,3.63,323,11.03117506,ENG,FW,Southampton,Premier League,25,3.63
121,Stuart Armstrong,0.55,2198,75.26550188,79.4,62.3,4.15,2367,81.05515588,0.12,1527,52.27817746,45.6,43.7,2320,79.44501542,8.96,2040,69.85268928,SCO,MF,Southampton,Premier League,30,8.96
122,Marko Arnautovi?,1.07,2690,92.12058924,73.7,64.8,1.74,971,33.23055841,0.2,1901,65.09078452,59.3,27.7,1034,35.38883179,3.85,363,12.40150737,AUT,FW,Bologna,Serie A,33,3.85
123,Maximilian Arnold,0.42,1998,68.41384036,78.2,59.3,4.59,2507,85.85131894,0.15,1680,57.51969853,62.5,38.1,1937,66.32408359,10.7,2567,87.9068174,GER,MF,Wolfsburg,Bundesliga,28,10.7
124,Kepa Arrizabalaga,0,1,0,82.7,52.9,0,1,0,0,1,0,0,21.3,562,19.21891059,4,384,13.12093183,ESP,GK,Chelsea,Premier League,27,4
125,Tolgay Arslan,0.49,2105,72.07947927,80.3,63.2,3.1,1834,62.7954779,0.38,2454,84.03562864,51.4,31.6,1392,47.65330593,10.1,2422,82.9393628,GER,MF,Udinese,Serie A,31,10.1
126,Arthur,0.96,2620,89.72250771,79.2,73.3,0.96,595,20.34943474,0.6,2766,94.72422062,62.5,16.3,278,9.489551216,1.93,139,4.727646454,BRA,FW,Fiorentina,Serie A,24,1.93
127,Santiago Arzamendia,0.19,1465,50.15416238,64.1,24.3,0.96,595,20.34943474,0,1,0,20,25.2,839,28.7084618,8.46,1851,63.37786913,PAR,MFDF,Cádiz,La Liga,24,8.46
128,Takuma Asano,0.61,2272,77.80061665,69.6,46.7,1.9,1064,36.41658102,0.28,2207,75.57382665,48.8,24.8,800,27.3723878,5.81,949,32.47687564,JPN,FWMF,Bochum,Bundesliga,27,5.81
129,Santiago Ascacíbar,0.04,942,32.23706749,82.7,72.5,2.84,1675,57.34840699,0.04,1178,40.32202809,53.3,25.6,868,29.70195272,11.8,2718,93.07982186,ARG,MF,Hertha BSC,Bundesliga,25,11.8
130,Sergio Asenjo,0,1,0,82.4,61.9,0,1,0,0,1,0,0,21.7,582,19.90407674,5.5,848,29.01678657,ESP,GK,Villarreal,La Liga,32,5.5
131,Alejandro Asensio,0,1,0,87.5,100,0,1,0,0,1,0,0,80,2892,99.04076739,20,2886,98.83521754,ESP,FW,Rayo Vallecano,La Liga,21,20
132,Marco Asensio,1.61,2877,98.52689277,81.9,58.2,2.81,1660,56.83453237,0.36,2425,83.04213772,51.3,42.3,2227,76.25899281,5.31,796,27.23535457,ESP,FWMF,Real Madrid,La Liga,26,5.31
133,Harrison Ashby,0,1,0,87.5,100,0,1,0,0,1,0,0,40,2065,70.70914697,10,2329,79.75334018,SCO,DF,West Ham,Premier League,20,10
134,Kristoffer Askildsen,0,1,0,68.4,36.4,2.62,1549,53.03186023,0.12,1527,52.27817746,57.1,20,459,15.6903049,8.57,1893,64.81671805,NOR,MF,Sampdoria,Serie A,21,8.57
135,Fisnik Asllani,0,1,0,75,50,0,1,0,0,1,0,0,60,2791,95.58067831,0,1,0,KVX,MFFW,Hoffenheim,Bundesliga,19,0
136,Kristjan Asllani,0.4,1964,67.2490579,82.7,64,3.4,2011,68.85919836,0.13,1583,54.19664269,41.7,39.3,2024,69.30455635,8.4,1837,62.89825283,ALB,MF,Empoli,Serie A,20,8.4
137,Iago Aspas,1.08,2697,92.3603974,71.9,52.8,2.22,1250,42.78862624,0.44,2570,88.00959233,59,35,1688,57.79376499,5.63,891,30.4898938,ESP,FW,Celta Vigo,La Liga,34,5.63
138,Lorenz Assignon,0.59,2250,77.04693388,80.4,57.7,3.09,1830,62.65844467,0.29,2241,76.73860911,55.6,40,2065,70.70914697,9.26,2149,73.58684481,TOG,DF,Rennes,Ligue 1,21,9.26
139,Simon Asta,0,1,0,71.6,55.1,2.53,1490,51.01062008,0.11,1478,50.59952038,33.3,28.9,1134,38.81466256,9.31,2161,73.9979445,GER,DF,Greuther Fürth,Bundesliga,21,9.31
140,Youcef Atal,0.39,1954,66.90647482,76.7,46.6,3.78,2199,75.29976019,0.24,2059,70.50359712,50,47.2,2486,85.13189448,9.29,2155,73.79239466,ALG,DF,Nice,Ligue 1,26,9.29
141,Pierre-Emerick Aubameyang,1.67,2884,98.76670092,75.8,66.7,1,613,20.96608428,0.17,1771,60.63720452,75,17.1,324,11.06543337,2.58,178,6.063720452,GAB,FW,Barcelona,La Liga,32,2.58
142,Pierre-Emerick Aubameyang,1.39,2835,97.08804385,70.7,57.1,1.13,669,22.8845495,0.26,2139,73.24426173,33.3,14.7,216,7.365536143,3.3,258,8.804385063,GAB,FW,Arsenal,Premier League,32,3.3
143,Emil Audero,0,1,0,69.4,52.5,0,1,0,0,1,0,0,19.2,417,14.25145598,3.87,366,12.50428229,ITA,GK,Sampdoria,Serie A,25,3.87
144,Tommaso Augello,0.08,1062,36.34806441,76.7,54.7,4.47,2470,84.58376156,0.08,1348,46.14594039,48.8,36,1796,61.49366221,8.31,1808,61.9047619,ITA,DF,Sampdoria,Serie A,27,8.31
145,Jean-Kévin Augustin,0,1,0,83.3,100,0,1,0,0,1,0,0,21.1,554,18.94484412,1.11,127,4.316546763,FRA,FWMF,Nantes,Ligue 1,24,1.11
146,Ludwig Augustinsson,0.23,1599,54.74477561,80.7,46.7,1.82,1007,34.46385749,0.11,1478,50.59952038,100,42.2,2224,76.15621788,7.05,1340,45.87187393,SWE,DF,Sevilla,La Liga,28,7.05
147,Serge Aurier,0.18,1430,48.95512162,85.4,74.4,4.46,2464,84.37821172,0.09,1391,47.61904762,65,48.8,2550,87.32442617,10.1,2422,82.9393628,CIV,DF,Villarreal,La Liga,29,10.1
148,Ezequiel Ávila,0.72,2389,81.80883864,56.3,43.4,2.16,1211,41.45255224,0.29,2241,76.73860911,38.7,22.2,617,21.10311751,5.48,845,28.91401165,ARG,FWMF,Osasuna,La Liga,28,5.48
149,Taiwo Awoniyi,1.24,2776,95.0668037,69,56.4,1.98,1105,37.82117163,0.21,1939,66.39260021,54.4,23.7,711,24.32339842,4.5,511,17.4717369,NGA,FW,Union Berlin,Bundesliga,24,4.5
150,Ramzi Aya,0,1,0,64.3,50,2,1109,37.95820486,0,1,0,0,10.7,112,3.802672148,4.67,570,19.49297705,ITA,DF,Salernitana,Serie A,31,4.67
151,Jordan Ayew,0.36,1906,65.26207605,76.5,41.8,2.14,1198,41.00719424,0.27,2176,74.51181912,52.8,38.9,1995,68.31106543,6.96,1295,44.33025009,GHA,FW,Crystal Palace,Premier League,30,6.96
152,Kaan Ayhan,0.07,1030,35.25179856,90.7,79,5.07,2650,90.75025694,0,1,0,100,44.5,2363,80.91812264,8.2,1765,60.43165468,TUR,DF,Sassuolo,Serie A,27,8.2
153,Luke Ayling,0.12,1221,41.79513532,78.2,58.5,4.96,2599,89.00308325,0.12,1527,52.27817746,61,44.2,2350,80.47276465,10.4,2490,85.26892771,ENG,DF,Leeds United,Premier League,30,10.4
154,Karim Azamoum,0.7,2367,81.05515588,74.5,47.1,0.7,520,17.78006166,0,1,0,50,27,969,33.1620418,4.88,632,21.61699212,FRA,DF,Troyes,Ligue 1,32,4.88
155,Sardar Azmoun,1,2646,90.61322371,71.4,87.5,3.75,2178,74.58033573,0.5,2651,90.78451524,75,23.5,699,23.91229873,5.25,773,26.4474135,IRN,FWMF,Leverkusen,Bundesliga,27,5.25
156,César Azpilicueta,0.17,1391,47.61904762,84.2,54,5.39,2705,92.63446386,0.35,2403,82.28845495,75,53.9,2697,92.3603974,7.35,1447,49.53751285,ESP,DF,Chelsea,Premier League,32,7.35
157,Iddrisu Baba,0.37,1923,65.84446728,80.4,72.2,3.12,1840,63.00102775,0.05,1223,41.86365194,55.6,30.1,1272,43.54230901,13,2808,96.16306954,GHA,MF,Mallorca,La Liga,26,13
158,Carlos Bacca,0.35,1881,64.40561836,65.1,58.3,1.58,870,29.77046934,0.35,2403,82.28845495,80,16.1,269,9.181226447,2.81,196,6.68036999,COL,FW,Granada,La Liga,35,2.81
159,Daniel Bachmann,0,1,0,59.1,43.7,0,1,0,0,1,0,100,14.2,203,6.920178143,4.75,599,20.48646797,AUT,GK,Watford,Premier League,27,4.75
160,Loïc Bade,0,1,0,92.1,87,2.94,1735,59.40390545,0.09,1391,47.61904762,100,55.5,2730,93.49092155,7.8,1631,55.84104145,FRA,DF,Rennes,Ligue 1,22,7.8
161,Milan Badelj,0.16,1358,46.48852347,78.8,60.7,5.09,2653,90.85303186,0.06,1249,42.75436793,66,36.1,1803,61.73347037,12.6,2790,95.54642001,CRO,MF,Genoa,Serie A,33,12.6
162,Édgar Badía,0,1,0,67.6,50.9,0,1,0,0,1,0,0,16.3,278,9.489551216,5.75,927,31.72319287,ESP,GK,Elche,La Liga,30,5.75
163,Benoît Badiashile,0.2,1504,51.49023638,89.5,75.6,4.61,2515,86.12538541,0,1,0,57.1,47,2474,84.72079479,11.7,2708,92.73723878,FRA,DF,Monaco,Ligue 1,21,11.7
164,Youssouph Badji,0,1,0,68.4,0,0,1,0,0,1,0,100,21.3,562,19.21891059,3.33,260,8.872901679,SEN,FW,Brest,Ligue 1,20,3.33
165,Miguel Baeza,0,1,0,80,0,0,1,0,0,1,0,0,5,67,2.261048304,0,1,0,ESP,DF,Celta Vigo,La Liga,22,0
166,Nicola Bagnolini,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,ITA,GK,Bologna,Serie A,18,0
167,Issa Bah,0,1,0,83.3,0,10,2880,98.62966769,0,1,0,0,90,2908,99.58890031,40,2919,99.96574169,LUX,FW,Venezia,Serie A,19,40
168,Stéphane Bahoken,1.15,2738,93.76498801,76.4,70,0.25,452,15.45049675,0.08,1348,46.14594039,64.3,18.9,396,13.53203152,3.28,255,8.70161014,CMR,FW,Angers,Ligue 1,30,3.28
169,Leon Bailey,0.94,2602,89.10585817,66.5,44.4,2.35,1343,45.97464885,0.35,2403,82.28845495,60.9,31.5,1385,47.41349777,5.06,727,24.87153135,JAM,FWMF,Aston Villa,Premier League,24,5.06
170,Eric Bailly,0,1,0,80,63.6,1.25,718,24.56320658,0,1,0,0,25.8,878,30.0445358,9.58,2230,76.36176773,CIV,DF,Manchester Utd,Premier League,28,9.58
171,Dénys Bain,0,1,0,96.3,94.1,2.5,1447,49.53751285,0,1,0,0,30,1241,42.48030147,4.5,511,17.4717369,FRA,DF,Brest,Ligue 1,28,4.5
172,Stefan Bajic,0,1,0,70.3,46.5,0,1,0,0,1,0,0,16.3,278,9.489551216,7.89,1665,57.00582391,FRA,GK,Saint-Étienne,Ligue 1,20,7.89
173,Nedim Bajrami,0.79,2462,84.3096951,71,42,3.95,2270,77.73210003,0.26,2139,73.24426173,52.3,35,1688,57.79376499,5.26,777,26.58444673,ALB,MFFW,Empoli,Serie A,23,5.26
174,Cédric Bakambu,2,2902,99.38335046,75.4,100,1.25,718,24.56320658,0.75,2846,97.46488523,100,16,266,9.078451524,3.25,250,8.530318602,COD,FW,Marseille,Ligue 1,31,3.25
175,Abdoulaye Bakayoko,0,1,0,71,35.3,1.47,830,28.40013703,0,1,0,100,31.5,1385,47.41349777,10,2329,79.75334018,FRA,DF,Saint-Étienne,Ligue 1,19,10
176,Tiemoué Bakayoko,0,1,0,88.5,87.5,3.21,1895,64.88523467,0,1,0,50,40.9,2153,73.72387804,12.3,2772,94.92977047,FRA,MF,Milan,Serie A,27,12.3
177,Mitchel Bakker,0.1,1140,39.0202124,82.7,54.7,3.71,2163,74.06646112,0.25,2095,71.7368962,55.1,45.7,2421,82.90510449,7.87,1653,56.59472422,NED,DF,Leverkusen,Bundesliga,21,7.87
178,Ridle Baku,0.29,1770,60.60294621,76.7,60.7,4.41,2451,83.93285372,0.26,2139,73.24426173,50,38.9,1995,68.31106543,8.16,1755,60.0890716,GER,DFFW,Wolfsburg,Bundesliga,24,8.16
179,Dilane Bakwa,2,2902,99.38335046,64.3,50,4,2289,78.38300788,0,1,0,50,30,1241,42.48030147,16,2873,98.38985954,FRA,FWDF,Bordeaux,Ligue 1,19,16
180,Tommaso Baldanzi,0,1,0,71.4,100,0,1,0,0,1,0,0,35,1688,57.79376499,0,1,0,ITA,FW,Empoli,Serie A,19,0
181,Alejandro Balde,0,1,0,92.1,55.6,4.76,2552,87.39294279,0,1,0,33.3,72.4,2873,98.38985954,7.14,1369,46.86536485,ESP,DFFW,Barcelona,La Liga,18,7.14
182,Ibrahima Baldé,0,1,0,72.7,0,0,1,0,0,1,0,0,18.3,373,12.74409044,3.33,260,8.872901679,FRA,FWMF,Lens,Ligue 1,19,3.33
183,Keita Baldé,0.66,2327,79.68482357,74,66.7,0.8,536,18.32819459,0.15,1680,57.51969853,45.5,19.6,442,15.10791367,3.58,316,10.79136691,SEN,FWMF,Cagliari,Serie A,27,3.58
184,Gareth Bale,1.94,2901,99.34909215,75,42.9,2.9,1713,58.65022268,0,1,0,25,19.4,433,14.7995889,3.23,246,8.393285372,WAL,FW,Real Madrid,La Liga,32,3.23
185,Mikel Balenziaga,0.09,1103,37.75265502,76.3,43.4,3.2,1886,64.5769099,0.04,1178,40.32202809,60,27.2,985,33.71017472,8.93,2024,69.30455635,ESP,DF,Athletic Club,La Liga,34,8.93
186,Leonardo Balerdi,0,1,0,92.3,79.6,2.74,1615,55.29290853,0,1,0,80,62.7,2821,96.60842754,9.34,2170,74.30626927,ARG,DF,Marseille,Ligue 1,23,9.34
187,Iván Balliu,0.09,1103,37.75265502,76.4,55.3,3.94,2267,77.62932511,0.14,1631,55.84104145,44.8,33.1,1529,52.34669407,8.43,1844,63.13806098,ALB,DF,Rayo Vallecano,La Liga,30,8.43
188,Fodé Ballo-Touré,0.2,1504,51.49023638,84.6,74.1,3.6,2102,71.97670435,0.2,1901,65.09078452,60,43,2271,77.76635834,10.2,2453,84.00137033,SEN,DF,Milan,Serie A,25,10.2
189,Folarin Balogun,0,1,0,50,0,0,1,0,0,1,0,0,20,459,15.6903049,3.75,342,11.68208291,ENG,FW,Arsenal,Premier League,20,3.75
190,Abdoulaye Bamba,0,1,0,79.1,42.1,2.35,1343,45.97464885,0,1,0,50,23.7,711,24.32339842,5.88,970,33.1963001,CIV,DF,Angers,Ligue 1,32,5.88
191,Jonathan Bamba,0.44,2031,69.54436451,75.5,47.9,4.07,2337,80.02740665,0.19,1849,63.30935252,37.1,40.7,2139,73.24426173,6.63,1170,40.04796163,FRA,MFFW,Lille,Ligue 1,26,6.63
192,Patrick Bamford,0.81,2487,85.16615279,82.5,69.2,1.13,669,22.8845495,0.48,2622,89.79102432,50,16.8,305,10.41452552,3.06,224,7.639602604,ENG,FW,Leeds United,Premier League,28,3.06
193,Filippo Bandinelli,0.55,2198,75.26550188,75.7,48,4.1,2349,80.43850634,0.18,1815,62.14457006,42.9,31.8,1406,48.13292223,8.2,1765,60.43165468,ITA,MF,Empoli,Serie A,27,8.2
194,Mattia Bani,0,1,0,73.4,49.6,2.22,1250,42.78862624,0,1,0,100,18.2,371,12.67557383,11,2622,89.79102432,ITA,DF,Genoa,Serie A,28,11
195,Simon Banza,2.86,2920,100,69,50,0.71,521,17.81431997,1.43,2904,99.45186708,83.3,22.9,665,22.74751627,4.29,463,15.82733813,FRA,FW,Lens,Ligue 1,25,4.29
196,Shandon Baptiste,0.4,1964,67.2490579,83.3,69.2,2.08,1162,39.77389517,0.2,1901,65.09078452,73.7,29.4,1186,40.59609455,8.12,1740,59.57519699,GRN,MF,Brentford,Premier League,24,8.12
197,Antonín Barák,0.77,2435,83.38472079,80.3,64.5,4.12,2359,80.78108941,0.38,2454,84.03562864,53.3,38.9,1995,68.31106543,7.23,1407,48.16718054,CZE,FWMF,Hellas Verona,Serie A,27,7.23
198,Barbero,0,1,0,46.2,0,0,1,0,0,1,0,100,70,2864,98.08153477,15,2860,97.94450154,ESP,MFFW,Osasuna,La Liga,23,15
199,Danilo Barbosa,0,1,0,80.5,55.6,1,613,20.96608428,0,1,0,0,28,1059,36.24528948,7,1308,44.77560808,BRA,DF,Nice,Ligue 1,26,7
200,Barcia,0,1,0,36.4,25,0,1,0,0,1,0,0,13.8,184,6.269270298,13.8,2837,97.15656047,ESP,DF,Granada,La Liga,21,13.8
201,Bradley Barcola,0.69,2360,80.81534772,71.3,50,3.79,2208,75.60808496,1.03,2890,98.97225077,33.3,26.9,961,32.88797533,7.93,1678,57.45118191,FRA,FWMF,Lyon,Ligue 1,19,7.93
202,Melvin Bard,0.07,1030,35.25179856,81.4,57.9,4.83,2571,88.04385063,0.21,1939,66.39260021,65.8,48.5,2535,86.81055156,9.31,2161,73.9979445,FRA,DF,Nice,Ligue 1,21,9.31
203,Enis Bardhi,0.37,1923,65.84446728,70.8,47.2,3.07,1814,62.11031175,0.21,1939,66.39260021,56.3,37.5,1897,64.95375128,6.77,1242,42.51455978,MKD,MFFW,Levante,La Liga,26,6.77
204,Francesco Bardi,0,1,0,68,42.9,0,1,0,0,1,0,0,10.5,108,3.665638917,2.5,167,5.686879068,ITA,GK,Bologna,Serie A,30,2.5
205,Keidi Bare,0.06,1004,34.36108256,86,72.6,3.82,2217,75.91640973,0.12,1527,52.27817746,45,41.7,2191,75.02569373,9.94,2321,79.47927372,ALB,MF,Espanyol,La Liga,24,9.94
206,Nicolò Barella,0.37,1923,65.84446728,83.5,65.9,5.86,2764,94.65570401,0.62,2777,95.10106201,59.7,52,2655,90.92154848,9.51,2216,75.88215142,ITA,MF,Inter,Serie A,25,9.51
207,Kike Barja,0.63,2288,78.34874957,68.8,50,3.33,1953,66.87221651,0.31,2309,79.06817403,54.5,44.6,2368,81.08941418,7.19,1390,47.58478931,ESP,MFFW,Osasuna,La Liga,25,7.19
208,Ross Barkley,2,2902,99.38335046,82.7,80,5.5,2721,93.18259678,1.5,2906,99.52038369,83.3,56.5,2742,93.90202124,6,994,34.01849949,ENG,MF,Chelsea,Premier League,28,6
209,Aymen Barkok,0.56,2207,75.57382665,73.2,63.6,7.78,2862,98.01301816,0,1,0,66.7,35,1688,57.79376499,11.7,2708,92.73723878,MAR,MFFW,Eint Frankfurt,Bundesliga,24,11.7
210,Ashley Barnes,0.56,2207,75.57382665,65.3,50,2.11,1174,40.18499486,0.11,1478,50.59952038,50,20.4,518,17.71154505,5.11,739,25.28263104,ENG,FW,Burnley,Premier League,32,5.11
211,Harvey Barnes,1.03,2670,91.43542309,74.2,45.3,3.18,1867,63.92600206,0.56,2727,93.38814663,38.3,35.6,1754,60.05481329,5.62,888,30.38711888,ENG,FWMF,Leicester City,Premier League,24,5.62
212,Antonio Barragán,0,1,0,79.5,50.9,3.36,1993,68.24254882,0.18,1815,62.14457006,100,27.9,1051,35.97122302,5.75,927,31.72319287,ESP,DF,Elche,La Liga,34,5.75
213,Leandro Barreiro Martins,0.45,2046,70.05823912,73.1,59.6,2.41,1382,47.31072285,0.2,1901,65.09078452,23.5,22.5,640,21.89105858,8.69,1936,66.28982528,LUX,MF,Mainz 05,Bundesliga,22,8.69
214,Ander Barrenetxea,0.33,1844,63.13806098,72.7,62.5,2.3,1310,44.8441247,0.49,2641,90.44193217,48.6,40,2065,70.70914697,5.9,975,33.36759164,ESP,FWMF,Real Sociedad,La Liga,20,5.9
215,Jacob Barrett Laursen,0.22,1565,53.57999315,71.3,51.2,2.49,1440,49.29770469,0.06,1249,42.75436793,57.7,25.4,853,29.18807811,9.45,2205,75.50531004,DEN,DF,Arminia,Bundesliga,27,9.45
216,Musa Barrow,1.18,2750,94.1760877,76,51.3,2.87,1698,58.13634806,0.42,2534,86.77629325,55.2,36.8,1843,63.10380267,4.94,654,22.37067489,GAM,FWMF,Bologna,Serie A,23,4.94
217,Abdourahmane Barry,0,1,0,76.5,59.1,4.35,2433,83.31620418,0,1,0,25,33.5,1559,53.3744433,12.2,2761,94.55292909,FRA,DF,Greuther Fürth,Bundesliga,22,12.2
218,Marc Bartra,0.14,1299,44.46728332,82.9,60.7,2.53,1490,51.01062008,0,1,0,87.5,36,1796,61.49366221,9.32,2166,74.16923604,ESP,DF,Betis,La Liga,31,9.32
219,Daniele Baselli,0,1,0,73.6,71.4,1.76,982,33.60739979,0,1,0,100,32.4,1465,50.15416238,14.1,2847,97.49914354,ITA,MFFW,Torino,Serie A,30,14.1
220,Daniele Baselli,0,1,0,74,53.1,4.69,2540,86.9818431,0.63,2779,95.16957862,44.4,35.6,1754,60.05481329,10.3,2470,84.58376156,ITA,MF,Cagliari,Serie A,30,10.3
221,Toma Bai?,1.01,2663,91.19561494,84.5,61,1.01,629,21.5142172,0.28,2207,75.57382665,69.2,35,1688,57.79376499,6.51,1140,39.0202124,CRO,MF,Lazio,Serie A,25,6.51
222,Toma Bai?,0,1,0,73.3,39.3,2.17,1219,41.72661871,0.43,2550,87.32442617,66.7,35.7,1767,60.50017129,5.65,901,30.83247688,CRO,MF,Bordeaux,Ligue 1,25,5.65
223,Amine Bassi,0.5,2119,72.55909558,72.3,48,5,2607,89.27714971,0,1,0,50,49.5,2573,88.11236725,7,1308,44.77560808,FRA,MF,Metz,Ligue 1,24,7
224,Álvaro Bastida,0,1,0,79.2,50,0.45,463,15.82733813,0,1,0,0,16.8,305,10.41452552,5.91,977,33.43610826,ESP,MF,Cádiz,La Liga,18,5.91
225,Alessandro Bastoni,0.08,1062,36.34806441,89,78.3,4.05,2329,79.75334018,0.16,1713,58.65022268,62.5,53.7,2694,92.25762247,9.3,2157,73.86091127,ITA,DF,Inter,Serie A,23,9.3
226,Simone Bastoni,0.24,1630,55.80678314,73.4,47,3.62,2120,72.59335389,0.2,1901,65.09078452,61.3,37.2,1870,64.02877698,8.82,1984,67.93422405,ITA,MFDF,Spezia,Serie A,25,8.82
227,Lewis Bate,0,1,0,75.9,40,2.5,1447,49.53751285,0,1,0,33.3,35.6,1754,60.05481329,10.6,2536,86.84480987,ENG,MF,Leeds United,Premier League,19,10.6
228,Rodrigo Battaglia,0.08,1062,36.34806441,82.7,68.1,2.82,1663,56.9373073,0,1,0,57.1,29.2,1167,39.94518671,11.7,2708,92.73723878,ARG,MF,Mallorca,La Liga,30,11.7
229,Maximilian Bauer,0.05,970,33.1963001,83,66.4,0.96,595,20.34943474,0,1,0,0,32.1,1438,49.22918808,8.4,1837,62.89825283,GER,DF,Greuther Fürth,Bundesliga,22,8.4
230,Oliver Baumann,0,1,0,79.6,51.7,0,1,0,0,1,0,100,28.5,1095,37.47858856,6.7,1219,41.72661871,GER,GK,Hoffenheim,Bundesliga,31,6.7
231,Timo Baumgartl,0.17,1391,47.61904762,80.3,61.5,3.24,1913,65.50188421,0.08,1348,46.14594039,50,33.9,1601,54.81329222,10.7,2567,87.9068174,GER,DF,Union Berlin,Bundesliga,26,10.7
232,Julian Baumgartlinger,0,1,0,87.9,81.8,1,613,20.96608428,0,1,0,0,47,2474,84.72079479,13,2808,96.16306954,AUT,MF,Leverkusen,Bundesliga,34,13
233,Christoph Baumgartner,0.81,2487,85.16615279,72,55.7,3.29,1939,66.39260021,0.24,2059,70.50359712,45.7,30.4,1298,44.43302501,7.67,1577,53.99109284,AUT,MFFW,Hoffenheim,Bundesliga,22,7.67
234,Jon Bautista,0,1,0,75,100,4,2289,78.38300788,0,1,0,100,14,189,6.440561836,4,384,13.12093183,ESP,FWMF,Real Sociedad,La Liga,26,4
235,Mohamed Bayo,0.97,2627,89.96231586,73.2,71.1,1.6,888,30.38711888,0.41,2518,86.22816033,60,18,352,12.02466598,3.54,307,10.48304214,GUI,FW,Clermont Foot,Ligue 1,23,3.54
236,Paul Baysse,0,1,0,50,0,0,1,0,0,1,0,0,20,459,15.6903049,10,2329,79.75334018,FRA,DF,Bordeaux,Ligue 1,34,10
237,Noah Joel Sarenren Bazee,1.11,2715,92.97704693,60.8,66.7,0.37,457,15.62178828,0,1,0,20,24.1,741,25.35114765,6.67,1184,40.52757794,NGA,MFFW,Augsburg,Bundesliga,25,6.67
238,Bebé,0.73,2402,82.25419664,61.7,38.2,1.88,1039,35.56012333,0.63,2779,95.16957862,59.6,40.1,2098,71.83967112,6.88,1272,43.54230901,CPV,FWMF,Rayo Vallecano,La Liga,31,6.88
239,Ihlas Bebou,0.6,2262,77.45803357,72.3,63.5,2.07,1160,39.70537855,0.26,2139,73.24426173,43.5,24.4,770,26.34463857,4.61,550,18.80781089,TOG,FWDF,Hoffenheim,Bundesliga,28,4.61
240,Rodrigo Becão,0.14,1299,44.46728332,79.7,51.6,1.47,830,28.40013703,0.03,1120,38.33504625,62.5,27.1,976,33.40184995,7.7,1594,54.57348407,BRA,DF,Udinese,Serie A,26,7.7
241,Mads Bech Sørensen,0,1,0,77.6,59.1,1.61,899,30.76396026,0,1,0,0,32,1430,48.95512162,10.8,2587,88.59198356,DEN,DF,Brentford,Premier League,23,10.8
242,Sheraldo Becker,0.92,2585,88.52346694,63.1,54.2,2.41,1382,47.31072285,0.51,2666,91.29838986,57.4,30.3,1288,44.09044193,7.03,1328,45.46077424,SUR,FWMF,Union Berlin,Bundesliga,27,7.03
243,Jan Bednarek,0.24,1630,55.80678314,82.8,58,1.75,977,33.43610826,0,1,0,50,31.7,1398,47.85885577,11.1,2639,90.37341555,POL,DF,Southampton,Premier League,26,11.1
244,Donny van de Beek,1.25,2778,95.13532032,78.1,100,3.75,2178,74.58033573,0,1,0,75,38.8,1986,68.00274066,13.8,2837,97.15656047,NED,MF,Manchester Utd,Premier League,25,13.8
245,Donny van de Beek,0.19,1465,50.15416238,83.8,43.5,2.59,1530,52.38095238,0,1,0,44.4,31.5,1385,47.41349777,11.7,2708,92.73723878,NED,MF,Everton,Premier League,25,11.7
246,Asmir Begovi?,0,1,0,41.7,32.4,0,1,0,0,1,0,0,8.67,81,2.740664611,3.67,326,11.13394998,BIH,GK,Everton,Premier League,34,3.67
247,Valon Behrami,0,1,0,72.9,55.6,1.14,676,23.12435766,0.29,2241,76.73860911,100,12.9,146,4.967454608,6,994,34.01849949,SUI,MF,Genoa,Serie A,37,6
248,Kevin Behrens,1.27,2795,95.71771155,69,57.1,2.73,1607,55.01884207,0.55,2716,93.01130524,25,24.2,750,25.65947242,6.55,1149,39.32853717,GER,FW,Union Berlin,Bundesliga,31,6.55
249,Youcef Belaïli,0.65,2312,79.17094896,70.3,52.8,3.7,2160,73.96368619,0.54,2706,92.66872217,55.3,38.7,1975,67.62589928,5,663,22.67899966,ALG,MFFW,Brest,Ligue 1,30,5
250,Vid Belec,0,1,0,62.7,47.8,0,1,0,0,1,0,0,10.5,108,3.665638917,3.77,351,11.99040767,SVN,GK,Salernitana,Serie A,31,3.77
251,Ishak Belfodil,0.93,2590,88.69475848,70.3,43.5,1.48,836,28.60568688,0.27,2176,74.51181912,48.7,22.6,649,22.19938335,3.41,286,9.763617677,ALG,FW,Hertha BSC,Bundesliga,30,3.41
252,Haris Belkebla,0.04,942,32.23706749,84,77.6,2.65,1564,53.54573484,0.04,1178,40.32202809,63.6,31.8,1406,48.13292223,9.07,2081,71.25727989,ALG,MF,Brest,Ligue 1,28,9.07
253,Stefan Bell,0.16,1358,46.48852347,78.8,49.1,2.64,1560,53.40870161,0,1,0,80,30.3,1288,44.09044193,11.9,2734,93.62795478,GER,DF,Mainz 05,Bundesliga,30,11.9
